Customer,Standard,Destination,POS Receive Date,POS Delivery Date,Time Differences,Model/Type,Modification,Other,Receive Year,Delivery Year
KODAMA,,JAPAN,2017-04-12,2017-04-13,1 days 00:00:00.000000000,KIT,no,200,2017,2017
KODAMA,,JAPAN,2016-04-13,2016-04-14,1 days 00:00:00.000000000,KIT,no,500,2016,2016
KODAMA,,JAPAN,2017-04-12,2017-04-13,1 days 00:00:00.000000000,KIT,no,500,2017,2017
KODAMA,,JAPAN,2016-12-01,2016-12-12,11 days 00:00:00.000000000,KIT,no,1000,2016,2016
KODAMA,,JAPAN,2016-12-01,2016-12-12,11 days 00:00:00.000000000,KIT,no,1000,2016,2016
KODAMA,,JAPAN,2016-12-13,2017-01-02,20 days 00:00:00.000000000,KIT,no,1000,2016,2017
KYT JAPAN,JIS,JAPAN,2017-11-27,2017-11-28,1 days 00:00:00.000000000,SR SPORT,no,2,2017,2017
KYT JAPAN,JIS,JAPAN,2016-05-02,2016-05-03,1 days 00:00:00.000000000,SPEC 1R,no,3,2016,2016
KYT JAPAN,JIS,JAPAN,2016-05-02,2016-05-03,1 days 00:00:00.000000000,SR SPORT/VANDAL,no,3,2016,2016
KYT JAPAN,JIS,JAPAN,2016-05-02,2016-05-03,1 days 00:00:00.000000000,SR SPORT/VANDAL,no,4,2016,2016
KYT JAPAN,JIS,JAPAN,2016-05-02,2016-05-03,1 days 00:00:00.000000000,APEX,no,5,2016,2016
KYT JAPAN,JIS,JAPAN,2016-05-02,2016-05-03,1 days 00:00:00.000000000,APEX,no,5,2016,2016
KYT JAPAN,JIS,JAPAN,2016-05-02,2016-05-03,1 days 00:00:00.000000000,APEX,no,5,2016,2016
KYT JAPAN,JIS,JAPAN,2016-05-02,2016-05-03,1 days 00:00:00.000000000,FAZE/GUN WIND,no,5,2016,2016
KYT JAPAN,JIS,AUSTRALIA,2017-02-07,2017-02-08,1 days 00:00:00.000000000,SR SPORT (RACING VISOR WITHOUT BUTTONS),yes,5,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-07,2017-02-08,1 days 00:00:00.000000000,SR SPORT (RACING VISOR WITHOUT BUTTONS),yes,5,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-07,2017-02-08,1 days 00:00:00.000000000,SR SPORT (RACING VISOR WITHOUT BUTTONS),yes,5,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-07,2017-02-08,1 days 00:00:00.000000000,SR SPORT (RACING VISOR WITHOUT BUTTONS),yes,5,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-08,2017-02-09,1 days 00:00:00.000000000,KYT STRIKE EAGLE,no,5,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-08,2017-02-09,1 days 00:00:00.000000000,KYT STRIKE EAGLE,no,5,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-08,2017-02-09,1 days 00:00:00.000000000,KYT STRIKE EAGLE,no,5,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-08,2017-02-09,1 days 00:00:00.000000000,KYT STRIKE EAGLE,no,5,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-08,2017-02-09,1 days 00:00:00.000000000,KYT STRIKE EAGLE,no,5,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-08,2017-02-09,1 days 00:00:00.000000000,KYT STRIKE EAGLE,no,5,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-08,2017-02-09,1 days 00:00:00.000000000,KYT STRIKE EAGLE,no,5,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-08,2017-02-09,1 days 00:00:00.000000000,KYT STRIKE EAGLE,no,5,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-08,2017-02-09,1 days 00:00:00.000000000,KYT STRIKE EAGLE,no,5,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-08,2017-02-09,1 days 00:00:00.000000000,KYT STRIKE EAGLE,no,5,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-08,2017-02-09,1 days 00:00:00.000000000,KYT STRIKE EAGLE,no,5,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-08,2017-02-09,1 days 00:00:00.000000000,SR SPORT (RACING VISOR WITHOUT BUTTONS),yes,5,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-08,2017-02-09,1 days 00:00:00.000000000,SR SPORT (RACING VISOR WITHOUT BUTTONS),yes,5,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-08,2017-02-09,1 days 00:00:00.000000000,SR SPORT (RACING VISOR WITHOUT BUTTONS),yes,5,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-08,2017-02-09,1 days 00:00:00.000000000,SR SPORT (RACING VISOR WITHOUT BUTTONS),yes,5,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-08,2017-02-09,1 days 00:00:00.000000000,MR JUMP,no,5,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-08,2017-02-09,1 days 00:00:00.000000000,MR JUMP,no,5,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-08,2017-02-09,1 days 00:00:00.000000000,MR JUMP,no,5,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-08,2017-02-09,1 days 00:00:00.000000000,MR JUMP,no,5,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-08,2017-02-09,1 days 00:00:00.000000000,ALPHA,no,5,2017,2017
KYT JAPAN,JIS,JAPAN,2017-11-10,2017-11-11,1 days 00:00:00.000000000,APEX,no,5,2017,2017
KYT JAPAN,JIS,JAPAN,2017-11-10,2017-11-11,1 days 00:00:00.000000000,APEX,no,5,2017,2017
KYT JAPAN,JIS,JAPAN,2017-11-10,2017-11-11,1 days 00:00:00.000000000,SR SPORT,no,5,2017,2017
KYT JAPAN,JIS,JAPAN,2017-11-10,2017-11-11,1 days 00:00:00.000000000,SR SPORT,no,5,2017,2017
KYT JAPAN,JIS,JAPAN,2017-11-10,2017-11-11,1 days 00:00:00.000000000,SR SPORT,no,5,2017,2017
KYT JAPAN,JIS,JAPAN,2016-05-02,2016-05-03,1 days 00:00:00.000000000,SR SPORT/VANDAL,no,6,2016,2016
KYT JAPAN,JIS,JAPAN,2016-05-02,2016-05-03,1 days 00:00:00.000000000,SR SPORT/VANDAL,no,6,2016,2016
KYT JAPAN,JIS,JAPAN,2016-05-02,2016-05-03,1 days 00:00:00.000000000,SR SPORT/VANDAL,no,6,2016,2016
KYT JAPAN,JIS,JAPAN,2016-05-02,2016-05-03,1 days 00:00:00.000000000,SR SPORT/VANDAL,no,7,2016,2016
KYT JAPAN,JIS,JAPAN,2016-05-02,2016-05-03,1 days 00:00:00.000000000,APEX,no,10,2016,2016
KYT JAPAN,JIS,AUSTRALIA,2017-02-07,2017-02-08,1 days 00:00:00.000000000,SR SPORT,no,10,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-07,2017-02-08,1 days 00:00:00.000000000,SR SPORT,no,10,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-07,2017-02-08,1 days 00:00:00.000000000,SR SPORT (RACING VISOR WITHOUT BUTTONS),yes,10,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-07,2017-02-08,1 days 00:00:00.000000000,MX TOUR,no,10,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-07,2017-02-08,1 days 00:00:00.000000000,ROKK,no,10,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-07,2017-02-08,1 days 00:00:00.000000000,ROKK,no,10,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-07,2017-02-08,1 days 00:00:00.000000000,CONVAIR,no,10,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-08,2017-02-09,1 days 00:00:00.000000000,KYT STRIKE EAGLE,no,10,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-08,2017-02-09,1 days 00:00:00.000000000,CONVAIR,no,10,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-08,2017-02-09,1 days 00:00:00.000000000,SR SPORT (ORIGINAL VISOR),yes,10,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-08,2017-02-09,1 days 00:00:00.000000000,SR SPORT (ORIGINAL VISOR),yes,10,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-08,2017-02-09,1 days 00:00:00.000000000,SR SPORT (RACING VISOR WITHOUT BUTTONS),yes,10,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-08,2017-02-09,1 days 00:00:00.000000000,MX TOURER,no,10,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-08,2017-02-09,1 days 00:00:00.000000000,ROKK,no,10,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-08,2017-02-09,1 days 00:00:00.000000000,ROKK,no,10,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-08,2017-02-09,1 days 00:00:00.000000000,MR JUMP,no,10,2017,2017
KYT JAPAN,JIS,JAPAN,2017-11-10,2017-11-11,1 days 00:00:00.000000000,APEX,no,10,2017,2017
KYT JAPAN,JIS,JAPAN,2017-11-10,2017-11-11,1 days 00:00:00.000000000,SR SPORT,no,10,2017,2017
KYT JAPAN,JIS,JAPAN,2017-11-10,2017-11-11,1 days 00:00:00.000000000,SR SPORT,no,10,2017,2017
KYT JAPAN,JIS,JAPAN,2017-11-17,2017-11-18,1 days 00:00:00.000000000,STICKER SIZE ALPHA (JAPANESE VERSION),yes,10,2017,2017
KYT JAPAN,JIS,JAPAN,2017-11-17,2017-11-18,1 days 00:00:00.000000000,STICKER SIZE ALPHA (JAPANESE VERSION),yes,10,2017,2017
KYT JAPAN,JIS,JAPAN,2017-11-17,2017-11-18,1 days 00:00:00.000000000,STICKER SIZE ALPHA (JAPANESE VERSION),yes,10,2017,2017
KYT JAPAN,JIS,JAPAN,2017-11-17,2017-11-18,1 days 00:00:00.000000000,STICKER SIZE ALPHA (JAPANESE VERSION),yes,10,2017,2017
KYT JAPAN,JIS,JAPAN,2017-11-27,2017-11-28,1 days 00:00:00.000000000,STICKER SIZE ALPHA (JAPANESE VERSION),yes,10,2017,2017
KYT JAPAN,JIS,JAPAN,2017-11-27,2017-11-28,1 days 00:00:00.000000000,STICKER SIZE ALPHA (JAPANESE VERSION),yes,10,2017,2017
KYT JAPAN,JIS,JAPAN,2017-11-27,2017-11-28,1 days 00:00:00.000000000,STICKER SIZE ALPHA (JAPANESE VERSION),yes,10,2017,2017
KYT JAPAN,JIS,JAPAN,2017-11-27,2017-11-28,1 days 00:00:00.000000000,STICKER SIZE ALPHA (JAPANESE VERSION),yes,10,2017,2017
KYT JAPAN,JIS,JAPAN,2016-05-02,2016-05-03,1 days 00:00:00.000000000,APEX,no,15,2016,2016
KYT JAPAN,JIS,JAPAN,2016-05-02,2016-05-03,1 days 00:00:00.000000000,APEX,no,15,2016,2016
KYT JAPAN,JIS,AUSTRALIA,2017-02-08,2017-02-09,1 days 00:00:00.000000000,KYT KR 1 RACING VISOR,no,15,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-07,2017-02-08,1 days 00:00:00.000000000,KYT KR 1,no,20,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-07,2017-02-08,1 days 00:00:00.000000000,KYT KR 1,no,20,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-07,2017-02-08,1 days 00:00:00.000000000,KYT KR 1,no,20,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-07,2017-02-08,1 days 00:00:00.000000000,KYT KR 1 RACING VISOR,no,20,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-08,2017-02-09,1 days 00:00:00.000000000,KYT KR 1 ORI VISOR,no,20,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-08,2017-02-09,1 days 00:00:00.000000000,KYT KR 1 RACING VISOR,no,20,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-08,2017-02-09,1 days 00:00:00.000000000,KYT KR 1 RACING VISOR,no,20,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-08,2017-02-09,1 days 00:00:00.000000000,KYT KR 1 RACING VISOR,no,20,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-08,2017-02-09,1 days 00:00:00.000000000,KYT STRIKE EAGLE,no,20,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-08,2017-02-09,1 days 00:00:00.000000000,KYT STRIKE EAGLE,no,20,2017,2017
KYT JAPAN,JIS,JAPAN,2017-11-17,2017-11-18,1 days 00:00:00.000000000,STICKER SIZE SPORT (JAPANESE VERSION),yes,20,2017,2017
KYT JAPAN,JIS,JAPAN,2017-11-17,2017-11-18,1 days 00:00:00.000000000,STICKER SIZE SPORT (JAPANESE VERSION),yes,20,2017,2017
KYT JAPAN,JIS,JAPAN,2017-11-27,2017-11-28,1 days 00:00:00.000000000,STICKER SIZE SPORT (JAPANESE VERSION),yes,20,2017,2017
KYT JAPAN,JIS,JAPAN,2017-11-27,2017-11-28,1 days 00:00:00.000000000,STICKER SIZE SPORT (JAPANESE VERSION),yes,20,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-07,2017-02-08,1 days 00:00:00.000000000,KYT KR 1 RACING VISOR,no,30,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-07,2017-02-08,1 days 00:00:00.000000000,HELLCAT,no,30,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-07,2017-02-08,1 days 00:00:00.000000000,KYT KR 1,no,30,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-08,2017-02-09,1 days 00:00:00.000000000,HELLCAT,no,30,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-08,2017-02-09,1 days 00:00:00.000000000,KYT KR 1,no,30,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-08,2017-02-09,1 days 00:00:00.000000000,KYT STRIKE EAGLE,no,30,2017,2017
KYT JAPAN,JIS,JAPAN,2017-11-17,2017-11-18,1 days 00:00:00.000000000,STICKER SIZE SPORT (JAPANESE VERSION),yes,30,2017,2017
KYT JAPAN,JIS,JAPAN,2017-11-17,2017-11-18,1 days 00:00:00.000000000,STICKER SIZE SPORT (JAPANESE VERSION),yes,30,2017,2017
KYT JAPAN,JIS,JAPAN,2017-11-17,2017-11-18,1 days 00:00:00.000000000,SUOMY,no,30,2017,2017
KYT JAPAN,JIS,JAPAN,2017-11-27,2017-11-28,1 days 00:00:00.000000000,STICKER SIZE SPORT (JAPANESE VERSION),yes,30,2017,2017
KYT JAPAN,JIS,JAPAN,2017-11-27,2017-11-28,1 days 00:00:00.000000000,STICKER SIZE SPORT (JAPANESE VERSION),yes,30,2017,2017
KYT JAPAN,JIS,JAPAN,2017-11-27,2017-11-28,1 days 00:00:00.000000000,SUOMY,no,30,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-07,2017-02-08,1 days 00:00:00.000000000,KYT KR 1 RACING VISOR,no,40,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-07,2017-02-08,1 days 00:00:00.000000000,KYT KR 1 RACING VISOR,no,40,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-08,2017-02-09,1 days 00:00:00.000000000,KYT STRIKE EAGLE,no,40,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-07,2017-02-08,1 days 00:00:00.000000000,KYT KR 1 RACING VISOR,no,50,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-07,2017-02-08,1 days 00:00:00.000000000,KYT KR 1,no,50,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-08,2017-02-09,1 days 00:00:00.000000000,KYT KR 1 ORI VISOR,no,50,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-08,2017-02-09,1 days 00:00:00.000000000,KYT KR 1 ORI VISOR,no,50,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-08,2017-02-09,1 days 00:00:00.000000000,KYT KR 1 RACING VISOR,no,50,2017,2017
KYT JAPAN,JIS,AUSTRALIA,2017-02-08,2017-02-09,1 days 00:00:00.000000000,KYT KR 1,no,50,2017,2017
KYT JAPAN,JIS,JAPAN,2017-07-17,2017-07-18,1 days 00:00:00.000000000,SUOMY,no,100,2017,2017
KYT JAPAN,JIS,JAPAN,2017-07-17,2017-07-18,1 days 00:00:00.000000000,KYT,no,100,2017,2017
KYT JAPAN,JIS,JAPAN,2017-02-08,2017-02-09,1 days 00:00:00.000000000,KYT KR 1 SG,no,207,2017,2017
KYT JAPAN,JIS,JAPAN,2017-02-08,2017-02-09,1 days 00:00:00.000000000,KYT STRIKE EAGLE,no,400,2017,2017
LOCATELI,ECE,ITALY,2016-04-13,2016-04-14,1 days 00:00:00.000000000,CR901,no,50,2016,2016
LOCATELI,ECE,ITALY,2016-04-13,2016-04-14,1 days 00:00:00.000000000,CR901,no,50,2016,2016
LOCATELI,ECE,ITALY,2016-01-25,2016-01-26,1 days 00:00:00.000000000,KIT,no,100,2016,2016
LOCATELI,ECE,ITALY,2016-01-25,2016-01-26,1 days 00:00:00.000000000,KIT,no,100,2016,2016
LOCATELI,ECE,ITALY,2016-02-17,2016-02-19,2 days 00:00:00.000000000,KIT,no,100,2016,2016
LOCATELI,ECE,ITALY,2017-02-14,2017-02-15,1 days 00:00:00.000000000,S5,no,100,2017,2017
LOCATELI,ECE,ITALY,2017-11-17,2017-11-18,1 days 00:00:00.000000000,J56,no,100,2017,2017
LOCATELI,ECE,ITALY,2016-04-28,2016-04-29,1 days 00:00:00.000000000,MR STRADA,no,200,2016,2016
LOCATELI,ECE,ITALY,2017-11-17,2017-11-18,1 days 00:00:00.000000000,J56,no,200,2017,2017
LOCATELI,ECE,ITALY,2017-11-17,2017-11-18,1 days 00:00:00.000000000,J56,no,200,2017,2017
LOCATELI,ECE,ITALY,2017-02-14,2017-02-15,1 days 00:00:00.000000000,S5,no,700,2017,2017
LOCATELI,ECE,ITALY,2016-04-28,2016-04-29,1 days 00:00:00.000000000,MR STRADA,no,1500,2016,2016
MINGFENG,SNI,TAIWAN,2017-10-09,2017-10-10,1 days 00:00:00.000000000,KYT C5,no,2,2017,2017
MINGFENG,DOT,TAIWAN,2016-03-07,2016-03-08,1 days 00:00:00.000000000,KIT APEX,no,10,2016,2016
MINGFENG,SNI,TAIWAN,2016-09-08,2016-09-09,1 days 00:00:00.000000000,KIT VENDETTA,no,10,2016,2016
MINGFENG,SNI,TAIWAN,2016-09-08,2016-09-09,1 days 00:00:00.000000000,KIT VENDETTA,no,10,2016,2016
MINGFENG,SNI,TAIWAN,2016-09-08,2016-09-09,1 days 00:00:00.000000000,KIT VENDETTA,no,10,2016,2016
MINGFENG,SNI,TAIWAN,2016-09-08,2016-09-09,1 days 00:00:00.000000000,KIT VENDETTA,no,10,2016,2016
MINGFENG,SNI,TAIWAN,2016-09-08,2016-09-09,1 days 00:00:00.000000000,KIT VENDETTA,no,10,2016,2016
MINGFENG,SNI,TAIWAN,2016-09-08,2016-09-09,1 days 00:00:00.000000000,KIT VENDETTA,no,10,2016,2016
MINGFENG,SNI,TAIWAN,2016-09-08,2016-09-09,1 days 00:00:00.000000000,KIT VENDETTA,no,10,2016,2016
MINGFENG,SNI,TAIWAN,2016-09-08,2016-09-09,1 days 00:00:00.000000000,KIT VENDETTA,no,10,2016,2016
MINGFENG,SNI,TAIWAN,2016-09-08,2016-09-09,1 days 00:00:00.000000000,KIT VENDETTA,no,10,2016,2016
MINGFENG,SNI,TAIWAN,2016-09-08,2016-09-09,1 days 00:00:00.000000000,KIT VENDETTA,no,10,2016,2016
MINGFENG,SNI,TAIWAN,2016-09-08,2016-09-09,1 days 00:00:00.000000000,KIT VENDETTA,no,10,2016,2016
MINGFENG,SNI,TAIWAN,2016-09-08,2016-09-09,1 days 00:00:00.000000000,KIT VENDETTA,no,10,2016,2016
MINGFENG,SNI,TAIWAN,2016-09-08,2016-09-09,1 days 00:00:00.000000000,KIT VENDETTA,no,10,2016,2016
MINGFENG,SNI,TAIWAN,2016-09-08,2016-09-09,1 days 00:00:00.000000000,KIT VENDETTA,no,10,2016,2016
MINGFENG,SNI,TAIWAN,2017-08-15,2017-08-16,1 days 00:00:00.000000000,KYT ENDURO,no,10,2017,2017
MINGFENG,SNI,TAIWAN,2017-08-25,2017-08-26,1 days 00:00:00.000000000,KYT NFR,no,10,2017,2017
MINGFENG,SNI,TAIWAN,2017-06-20,2017-06-21,1 days 00:00:00.000000000,KYT CONVAIR,no,15,2017,2017
MINGFENG,SNI,TAIWAN,2016-05-09,2016-05-10,1 days 00:00:00.000000000,HELLO,no,20,2016,2016
MINGFENG,SNI,TAIWAN,2016-09-08,2016-09-09,1 days 00:00:00.000000000,ALPHA VENOM,no,20,2016,2016
MINGFENG,SNI,TAIWAN,2017-02-24,2017-02-25,1 days 00:00:00.000000000,KYT C5,no,20,2017,2017
MINGFENG,SNI,TAIWAN,2017-04-11,2017-04-12,1 days 00:00:00.000000000,KYT,no,20,2017,2017
MINGFENG,SNI,TAIWAN,2017-04-11,2017-04-12,1 days 00:00:00.000000000,KYT,no,20,2017,2017
MINGFENG,SNI,TAIWAN,2017-05-10,2017-05-11,1 days 00:00:00.000000000,APEX,no,20,2017,2017
MINGFENG,SNI,TAIWAN,2017-08-25,2017-08-26,1 days 00:00:00.000000000,KYT NFR,no,20,2017,2017
MINGFENG,SNI,TAIWAN,2017-08-25,2017-08-26,1 days 00:00:00.000000000,KYT NFR,no,20,2017,2017
MINGFENG,SNI,TAIWAN,2017-08-25,2017-08-26,1 days 00:00:00.000000000,KYT NFR,no,20,2017,2017
MINGFENG,SNI,TAIWAN,2017-04-11,2017-04-12,1 days 00:00:00.000000000,KYT VENDETTA 4,no,30,2017,2017
MINGFENG,SNI,TAIWAN,2017-08-25,2017-08-26,1 days 00:00:00.000000000,KYT NFR,no,30,2017,2017
MINGFENG,SNI,TAIWAN,2017-08-25,2017-08-26,1 days 00:00:00.000000000,KYT NFR,no,30,2017,2017
MINGFENG,SNI,TAIWAN,2016-07-14,2016-09-14,62 days 00:00:00.000000000,ACCESSORIES,no,40,2016,2016
MINGFENG,SNI,TAIWAN,2017-06-20,2017-06-21,1 days 00:00:00.000000000,KYT CONVAIR,no,45,2017,2017
MINGFENG,SNI,TAIWAN,2016-03-11,2016-03-12,1 days 00:00:00.000000000,KIT INK METALLIC,no,50,2016,2016
MINGFENG,SNI,TAIWAN,2016-04-15,2016-04-16,1 days 00:00:00.000000000,KIT GALAXY SLIDE,no,50,2016,2016
MINGFENG,SNI,TAIWAN,2016-04-15,2016-04-16,1 days 00:00:00.000000000,KIT GALAXY SLIDE,no,50,2016,2016
MINGFENG,SNI,TAIWAN,2016-12-28,2017-01-13,16 days 00:00:00.000000000,KYT C5,no,50,2016,2017
MINGFENG,SNI,TAIWAN,2016-12-28,2017-01-13,16 days 00:00:00.000000000,KYT C5,no,50,2016,2017
MINGFENG,SNI,TAIWAN,2017-01-05,2017-01-06,1 days 00:00:00.000000000,TCK,no,50,2017,2017
MINGFENG,SNI,TAIWAN,2017-01-05,2017-01-06,1 days 00:00:00.000000000,SUOMY,no,50,2017,2017
MINGFENG,SNI,TAIWAN,2017-04-07,2017-04-08,1 days 00:00:00.000000000,INK METALLICO,no,50,2017,2017
MINGFENG,SNI,TAIWAN,2017-04-07,2017-04-08,1 days 00:00:00.000000000,TCK,no,50,2017,2017
MINGFENG,SNI,TAIWAN,2017-08-25,2017-08-26,1 days 00:00:00.000000000,KYT VENOM FULL FACE,no,50,2017,2017
MINGFENG,SNI,TAIWAN,2017-08-25,2017-08-26,1 days 00:00:00.000000000,KYT VENOM FULL FACE,no,50,2017,2017
MINGFENG,SNI,TAIWAN,2017-08-25,2017-08-26,1 days 00:00:00.000000000,KYT NFR,no,50,2017,2017
MINGFENG,SNI,TAIWAN,2017-11-07,2017-11-08,1 days 00:00:00.000000000,KYT VENDETTA 2,no,50,2017,2017
MINGFENG,SNI,TAIWAN,2017-11-07,2017-11-08,1 days 00:00:00.000000000,KYT VENDETTA 6,no,50,2017,2017
MINGFENG,SNI,TAIWAN,2017-11-07,2017-11-08,1 days 00:00:00.000000000,KYT NFR,no,50,2017,2017
MINGFENG,SNI,TAIWAN,2017-11-07,2017-11-08,1 days 00:00:00.000000000,KYT NFR,no,50,2017,2017
MINGFENG,ECE,TAIWAN,2018-03-06,2018-03-07,1 days 00:00:00.000000000,KYT VENDETTA 2,no,50,2018,2018
MINGFENG,ECE,TAIWAN,2018-03-06,2018-03-07,1 days 00:00:00.000000000,KYT VENDETTA 2,no,50,2018,2018
MINGFENG,ECE,TAIWAN,2018-09-21,2018-09-22,1 days 00:00:00.000000000,SR SPORT,no,50,2018,2018
MINGFENG,SNI,TAIWAN,2017-06-20,2017-06-21,1 days 00:00:00.000000000,KYT CONVAIR,no,55,2017,2017
MINGFENG,SNI,TAIWAN,2016-07-14,2016-09-14,62 days 00:00:00.000000000,ACCESSORIES,no,60,2016,2016
MINGFENG,SNI,TAIWAN,2016-10-24,2016-10-28,4 days 00:00:00.000000000,KIT SR SPORT,no,60,2016,2016
MINGFENG,SNI,TAIWAN,2016-10-24,2016-10-30,6 days 00:00:00.000000000,SR SPORT,no,60,2016,2016
MINGFENG,SNI,TAIWAN,2017-06-20,2017-06-21,1 days 00:00:00.000000000,KYT CONVAIR,no,60,2017,2017
MINGFENG,SNI,TAIWAN,2017-06-20,2017-06-21,1 days 00:00:00.000000000,KYT CONVAIR,no,60,2017,2017
MINGFENG,SNI,TAIWAN,2017-06-20,2017-06-21,1 days 00:00:00.000000000,KYT CONVAIR,no,60,2017,2017
MINGFENG,SNI,TAIWAN,2017-06-20,2017-06-21,1 days 00:00:00.000000000,KYT CONVAIR,no,60,2017,2017
MINGFENG,SNI,TAIWAN,2017-06-20,2017-06-21,1 days 00:00:00.000000000,KYT CONVAIR,no,60,2017,2017
MINGFENG,SNI,TAIWAN,2017-06-20,2017-06-21,1 days 00:00:00.000000000,KYT CONVAIR,no,60,2017,2017
MINGFENG,SNI,TAIWAN,2017-02-16,2017-02-17,1 days 00:00:00.000000000,KYT VENOM OPEN FACE,no,84,2017,2017
MINGFENG,SNI,TAIWAN,2017-02-16,2017-02-17,1 days 00:00:00.000000000,KYT VENDETTA 2,no,84,2017,2017
MINGFENG,SNI,TAIWAN,2017-02-20,2017-02-21,1 days 00:00:00.000000000,KYT VENDETTA 2,no,84,2017,2017
MINGFENG,SNI,TAIWAN,2017-02-20,2017-02-21,1 days 00:00:00.000000000,KYT VENDETTA 2,no,84,2017,2017
MINGFENG,SNI,TAIWAN,2017-02-20,2017-02-21,1 days 00:00:00.000000000,KYT VENDETTA 2,no,84,2017,2017
MINGFENG,SNI,TAIWAN,2017-02-20,2017-02-21,1 days 00:00:00.000000000,KYT RENOVA,no,84,2017,2017
MINGFENG,SNI,TAIWAN,2017-02-20,2017-02-21,1 days 00:00:00.000000000,KYT VENOM OPEN FACE,no,84,2017,2017
MINGFENG,SNI,TAIWAN,2017-02-20,2017-02-21,1 days 00:00:00.000000000,KYT RENOVA,no,84,2017,2017
MINGFENG,SNI,TAIWAN,2017-02-20,2017-02-21,1 days 00:00:00.000000000,KYT RENOVA,no,84,2017,2017
MINGFENG,SNI,TAIWAN,2017-10-18,2017-10-19,1 days 00:00:00.000000000,KYT VENDETTA 2,no,84,2017,2017
MINGFENG,SNI,TAIWAN,2017-10-18,2017-10-19,1 days 00:00:00.000000000,KYT VENDETTA 2,no,84,2017,2017
