Customer,Destination,Time Differences,Modification,XXS,XS (48),XS/S,S(50),M(52),L(54),XL(56),XXL,3XL,4XL,S/M,L/XL,Total Helmet,Receive Year,Delivery Year,Category
INFINITE,PHILIPPINES,1,no,0,0,0,0,18,18,6,0,0,0,0,0,42,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,18,18,6,0,0,0,0,0,42,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,18,18,6,0,0,0,0,0,42,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,18,18,6,0,0,0,0,0,42,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,18,18,6,0,0,0,0,0,42,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,6,12,18,6,0,0,0,0,0,42,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,6,12,18,6,0,0,0,0,0,42,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,18,18,6,0,0,0,0,0,42,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,18,18,6,0,0,0,0,0,42,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,18,18,6,0,0,0,0,0,42,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,18,18,6,0,0,0,0,0,42,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,18,18,6,0,0,0,0,0,42,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,18,18,6,0,0,0,0,0,42,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,12,18,6,0,0,0,0,0,36,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,12,18,6,0,0,0,0,0,36,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,12,18,6,0,0,0,0,0,36,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,12,18,6,0,0,0,0,0,36,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,12,18,6,0,0,0,0,0,36,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,12,18,6,0,0,0,0,0,36,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,12,18,6,0,0,0,0,0,36,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,12,12,12,0,0,0,0,0,0,36,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,12,18,6,0,0,0,0,0,36,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,12,18,6,0,0,0,0,0,36,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,12,18,6,0,0,0,0,0,36,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,12,18,6,0,0,0,0,0,36,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,12,18,6,0,0,0,0,0,36,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,12,18,6,0,0,0,0,0,36,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,12,18,6,0,0,0,0,0,36,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,12,18,6,0,0,0,0,0,36,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,12,18,6,0,0,0,0,0,36,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,12,18,6,0,0,0,0,0,36,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,12,12,6,0,0,0,0,0,30,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,12,12,6,0,0,0,0,0,30,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,12,12,6,0,0,0,0,0,30,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,12,12,6,0,0,0,0,0,30,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,12,18,0,0,0,0,0,0,30,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,12,18,0,0,0,0,0,0,30,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,12,18,0,0,0,0,0,0,30,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,6,12,12,0,0,0,0,0,0,30,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,12,12,6,0,0,0,0,0,30,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,12,12,6,0,0,0,0,0,30,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,12,12,6,0,0,0,0,0,30,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,12,12,6,0,0,0,0,0,30,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,12,12,6,0,0,0,0,0,30,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,12,12,6,0,0,0,0,0,30,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,12,12,6,0,0,0,0,0,30,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,12,12,6,0,0,0,0,0,30,2017,2017,3
INFINITE,PHILIPPINES,1,yes,0,0,0,0,12,12,6,0,0,0,0,0,30,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,12,12,6,0,0,0,0,0,30,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,12,12,6,0,0,0,0,0,30,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,6,12,6,6,0,0,0,0,0,30,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,12,12,6,0,0,0,0,0,30,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,6,12,6,6,0,0,0,0,0,30,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,6,12,6,0,0,0,0,0,24,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,6,6,12,0,0,0,0,0,0,24,2017,2017,3
INFINITE,PHILIPPINES,1,yes,0,0,0,0,12,12,0,0,0,0,0,0,24,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,6,6,6,6,0,0,0,0,0,24,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,6,12,0,0,0,0,0,0,18,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,6,12,0,0,0,0,0,0,18,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,12,6,0,0,0,0,0,0,18,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,12,6,0,0,0,0,0,0,18,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,6,12,0,0,0,0,0,0,18,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,6,12,0,0,0,0,0,0,18,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,6,12,0,0,0,0,0,0,18,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,6,6,6,0,0,0,0,0,0,18,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,6,6,6,0,0,0,0,0,0,18,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,6,12,0,0,0,0,0,0,18,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,6,12,0,0,0,0,0,0,18,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,6,9,0,0,0,0,0,0,15,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,6,9,0,0,0,0,0,0,15,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,6,6,0,0,0,0,0,0,12,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,6,6,0,0,0,0,0,0,12,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,6,6,0,0,0,0,0,0,12,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,6,6,0,0,0,0,0,0,12,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,6,6,0,0,0,0,0,0,12,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,6,6,0,0,0,0,0,0,12,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,6,6,0,0,0,0,0,0,12,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,1,4,1,0,0,0,0,0,0,6,2016,2016,3
INFINITE,PHILIPPINES,1,no,0,0,0,2,4,0,0,0,0,0,0,0,6,2016,2016,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,3,0,0,0,0,0,0,0,3,2016,2016,3
INFINITE,PHILIPPINES,1,yes,0,0,0,0,1,1,1,0,0,0,0,0,3,2017,2017,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,2,0,0,0,0,0,0,0,2,2016,2016,3
INFINITE,PHILIPPINES,1,no,0,1,0,1,0,0,0,0,0,0,0,0,2,2016,2016,3
INFINITE,PHILIPPINES,1,no,0,0,0,1,1,0,0,0,0,0,0,0,2,2016,2016,3
INFINITE,PHILIPPINES,1,no,0,0,0,0,1,0,0,0,0,0,0,0,1,2016,2016,3
INFINITE,PHILIPPINES,1,yes,0,0,0,0,1,0,0,0,0,0,0,0,1,2017,2017,3
INFINITE,PHILIPPINES,1,yes,0,0,0,0,1,0,0,0,0,0,0,0,1,2017,2017,3
J CLUB,THAILAND,30,no,0,0,0,20,60,50,15,5,0,0,0,0,150,2016,2016,0
J CLUB,THAILAND,30,no,0,4,0,30,50,40,10,2,0,0,0,0,136,2016,2016,0
J CLUB,THAILAND,30,no,0,3,0,36,48,36,12,1,0,0,0,0,136,2016,2016,0
J CLUB,THAILAND,30,no,0,6,0,16,40,35,24,4,0,0,0,0,125,2016,2016,0
J CLUB,THAILAND,30,no,0,6,0,16,40,35,24,4,0,0,0,0,125,2016,2016,0
J CLUB,THAILAND,30,no,0,6,0,24,30,26,12,6,0,0,0,0,104,2016,2016,0
J CLUB,THAILAND,30,no,0,6,0,24,30,26,12,6,0,0,0,0,104,2016,2016,0
J CLUB,THAILAND,30,no,0,0,0,15,40,30,10,5,0,0,0,0,100,2016,2016,0
J CLUB,THAILAND,30,no,0,3,0,15,30,30,12,1,0,0,0,0,91,2016,2016,0
J CLUB,THAILAND,30,no,0,2,0,14,36,24,12,1,0,0,0,0,89,2016,2016,0
J CLUB,THAILAND,30,no,0,3,0,15,30,24,12,1,0,0,0,0,85,2016,2016,0
J CLUB,THAILAND,30,no,0,1,0,6,24,24,7,1,0,0,0,0,63,2016,2016,3
J CLUB,THAILAND,30,no,0,2,0,9,17,13,7,1,0,0,0,0,49,2016,2016,3
J CLUB,THAILAND,30,no,0,1,0,7,14,17,7,1,0,0,0,0,47,2016,2016,3
J CLUB,THAILAND,30,no,0,1,0,7,16,15,6,1,0,0,0,0,46,2016,2016,3
J CLUB,THAILAND,30,no,0,2,0,9,14,13,5,1,0,0,0,0,44,2016,2016,3
J CLUB,THAILAND,30,no,0,4,0,6,20,9,3,0,0,0,0,0,42,2016,2016,3
J CLUB,THAILAND,30,no,0,1,0,6,12,11,8,0,0,0,0,0,38,2016,2016,3
J CLUB,THAILAND,30,no,0,0,0,3,7,12,6,2,0,0,0,0,30,2016,2016,3
J CLUB,THAILAND,30,no,0,1,0,7,11,7,2,1,0,0,0,0,29,2016,2016,3
J CLUB,THAILAND,30,no,0,1,0,5,10,7,4,1,0,0,0,0,28,2016,2016,3
J CLUB,THAILAND,30,no,0,1,0,5,7,6,2,1,0,0,0,0,22,2016,2016,3
J CLUB,THAILAND,30,no,0,1,0,2,4,4,2,0,0,0,0,0,13,2016,2016,3
J CLUB,THAILAND,30,no,0,1,0,3,3,2,2,0,0,0,0,0,11,2016,2016,3
J CLUB,THAILAND,30,no,0,0,0,0,0,0,0,1,0,0,0,0,1,2016,2016,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,2,7,8,3,0,0,0,0,0,20,2016,2016,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,4,11,5,0,0,0,0,0,0,20,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,2,7,7,3,0,0,0,0,0,19,2016,2016,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,5,8,3,1,0,0,0,0,0,17,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,5,8,3,0,0,0,0,0,16,2016,2016,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,3,3,6,3,0,0,0,0,0,15,2016,2016,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,3,7,2,2,0,0,0,0,0,14,2016,2016,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,4,6,2,1,0,0,0,0,0,13,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,2,5,4,2,0,0,0,0,0,13,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,2,4,5,2,0,0,0,0,0,13,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,2,5,4,2,0,0,0,0,0,13,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,2,4,5,2,0,0,0,0,0,13,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,2,5,4,2,0,0,0,0,0,13,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,2,4,5,2,0,0,0,0,0,13,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,5,5,1,1,0,0,0,0,0,12,2016,2016,3
J&J TRADING CO LTD,KOREA,16,no,0,0,0,5,3,2,2,0,0,0,0,0,12,2016,2016,3
J&J TRADING CO LTD,KOREA,16,no,0,0,0,5,3,2,2,0,0,0,0,0,12,2016,2016,3
J&J TRADING CO LTD,KOREA,16,no,0,0,0,5,2,2,3,0,0,0,0,0,12,2016,2016,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,2,5,2,1,0,0,0,0,0,10,2017,2017,3
J&J TRADING CO LTD,KOREA,16,no,0,0,0,1,3,3,2,0,0,0,0,0,9,2016,2016,3
J&J TRADING CO LTD,KOREA,16,no,0,0,0,3,2,2,1,0,0,0,0,0,8,2016,2016,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,1,3,3,1,0,0,0,0,0,8,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,2,2,2,1,0,0,0,0,0,7,2016,2016,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,2,2,2,1,0,0,0,0,0,7,2016,2016,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,1,1,2,3,0,0,0,0,0,7,2016,2016,3
J&J TRADING CO LTD,KOREA,16,no,0,0,0,2,1,3,1,0,0,0,0,0,7,2016,2016,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,1,2,2,2,0,0,0,0,0,7,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,1,2,2,1,0,0,0,0,6,2016,2016,3
J&J TRADING CO LTD,KOREA,16,no,0,0,0,1,2,2,1,0,0,0,0,0,6,2016,2016,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,1,2,2,1,0,0,0,0,0,6,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,1,2,2,1,0,0,0,0,0,6,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,1,2,2,1,0,0,0,0,0,6,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,1,2,2,1,0,0,0,0,0,6,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,1,2,2,1,0,0,0,0,0,6,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,1,2,2,1,0,0,0,0,0,6,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,1,2,2,0,0,0,0,0,0,5,2016,2016,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,1,2,1,1,0,0,0,0,0,5,2016,2016,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,1,2,2,0,0,0,0,0,5,2016,2016,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,1,2,2,0,0,0,0,0,5,2016,2016,3
J&J TRADING CO LTD,KOREA,16,no,0,0,0,2,1,1,1,0,0,0,0,0,5,2016,2016,3
J&J TRADING CO LTD,KOREA,16,no,0,0,0,2,1,1,1,0,0,0,0,0,5,2016,2016,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,1,2,1,1,0,0,0,0,0,5,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,2,2,1,0,0,0,0,5,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,2,2,1,0,0,0,0,5,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,2,2,1,0,0,0,0,5,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,2,2,1,0,0,0,0,5,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,2,1,2,0,0,0,0,0,0,5,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,1,2,1,1,0,0,0,0,0,5,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,2,2,0,0,0,0,0,0,0,4,2016,2016,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,1,1,1,1,0,0,0,0,0,4,2016,2016,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,1,2,1,0,0,0,0,0,0,4,2016,2016,3
J&J TRADING CO LTD,KOREA,16,no,0,0,0,0,0,2,1,1,0,0,0,0,4,2016,2016,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,1,1,1,1,0,0,0,0,0,4,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,1,1,1,1,0,0,0,0,0,4,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,1,1,1,1,0,0,0,0,0,4,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,2,1,1,0,0,0,0,4,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,1,2,1,0,0,0,0,0,4,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,2,2,0,0,0,0,0,4,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,2,2,0,0,0,0,0,4,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,2,1,1,0,0,0,0,0,0,4,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,1,2,0,0,0,0,0,0,0,3,2016,2016,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,0,3,0,0,0,0,0,3,2016,2016,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,1,1,1,0,0,0,0,0,3,2016,2016,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,1,1,0,1,0,0,0,0,0,3,2016,2016,3
J&J TRADING CO LTD,KOREA,16,no,0,0,0,1,1,1,0,0,0,0,0,0,3,2016,2016,3
J&J TRADING CO LTD,KOREA,16,no,0,0,0,0,3,0,0,0,0,0,0,0,3,2016,2016,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,1,1,1,0,0,0,0,3,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,2,1,0,0,0,0,0,3,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,2,1,0,0,0,0,0,3,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,1,1,1,0,0,0,0,0,3,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,3,0,0,0,0,0,0,0,3,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,0,2,1,0,0,0,0,3,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,1,1,0,0,0,0,0,0,2,2016,2016,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,2,0,0,0,0,0,0,0,2,2016,2016,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,2,0,0,0,0,0,0,0,2,2016,2016,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,1,1,0,0,0,0,0,2,2016,2016,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,1,1,0,0,0,0,0,0,2,2016,2016,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,1,1,0,0,0,0,0,2,2016,2016,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,1,1,0,0,0,0,0,2,2016,2016,3
J&J TRADING CO LTD,KOREA,16,no,0,0,0,1,1,0,0,0,0,0,0,0,2,2016,2016,3
J&J TRADING CO LTD,KOREA,16,no,0,0,0,2,0,0,0,0,0,0,0,0,2,2016,2016,3
J&J TRADING CO LTD,KOREA,16,no,0,0,0,0,0,0,1,1,0,0,0,0,2,2016,2016,3
J&J TRADING CO LTD,KOREA,16,no,0,0,0,0,0,1,0,1,0,0,0,0,2,2016,2016,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,1,1,0,0,0,0,0,0,2,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,1,1,0,0,0,0,0,2,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,1,1,0,0,0,0,0,2,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,0,2,0,0,0,0,0,2,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,1,1,0,0,0,0,0,0,2,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,1,1,0,0,0,0,0,2,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,1,1,0,0,0,0,0,2,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,1,1,0,0,0,0,0,2,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,1,1,0,0,0,0,0,2,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,1,1,0,0,0,0,0,0,2,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,1,1,0,0,0,0,0,0,2,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,2,0,0,0,0,0,0,0,2,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,1,1,0,0,0,0,0,0,0,2,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,1,0,1,0,0,0,0,0,0,2,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,1,1,0,0,0,0,0,2,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,1,1,0,0,0,0,0,2,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,1,1,0,0,0,0,0,0,2,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,0,2,0,0,0,0,0,2,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,0,2,0,0,0,0,0,2,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,0,2,0,0,0,0,0,2,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,0,2,0,0,0,0,0,2,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,0,2,0,0,0,0,0,2,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,1,0,0,0,0,0,0,0,1,2016,2016,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,0,1,0,0,0,0,0,1,2016,2016,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,1,0,0,0,0,0,0,0,1,2016,2016,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,1,0,0,0,0,0,0,1,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,1,0,0,0,0,0,0,1,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,0,1,0,0,0,0,0,1,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,0,1,0,0,0,0,0,1,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,0,1,0,0,0,0,0,1,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,1,0,0,0,0,0,0,0,0,1,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,1,0,0,0,0,0,0,0,1,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,1,0,0,0,0,0,0,0,1,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,1,0,0,0,0,0,0,1,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,1,0,0,0,0,0,0,0,0,1,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,1,0,0,0,0,0,0,0,0,0,0,1,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,1,0,0,0,0,0,0,0,1,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,1,0,0,0,0,0,0,0,1,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,1,0,0,0,0,0,0,1,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,1,0,0,0,0,0,0,0,1,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,1,0,0,0,0,0,0,1,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,0,1,0,0,0,0,0,1,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,1,0,0,0,0,0,0,1,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,0,1,0,0,0,0,0,1,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,1,0,0,0,0,0,0,1,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,0,1,0,0,0,0,0,1,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,1,0,0,0,0,0,0,1,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,1,0,0,0,0,0,0,0,1,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,1,0,0,0,0,0,0,1,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,1,0,0,0,0,0,0,1,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,1,0,0,0,0,0,0,0,1,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,1,0,0,0,0,0,0,1,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,1,0,0,0,0,0,0,1,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,0,1,0,0,0,0,0,1,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,1,0,0,0,0,0,0,1,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,0,1,0,0,0,0,0,1,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,0,0,0,1,0,0,0,0,0,1,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,6,9,9,3,0,0,0,0,0,27,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,0,0,2,4,4,2,0,0,0,0,0,12,2017,2017,3
J&J TRADING CO LTD,KOREA,1,no,0,1,0,2,2,2,1,0,0,0,0,0,8,2018,2018,3
