Customer,Destination,Time Differences,Modification,XXS,XS (48),XS/S,S(50),M(52),L(54),XL(56),XXL,3XL,4XL,S/M,L/XL,Total Helmet,Receive Year,Delivery Year,Category
AMR INDUSTRY,THAILAND,9,no,0,0,0,6,8,4,0,0,0,0,0,0,18,2016,2016,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,1,3,2,1,1,1,0,0,0,9,2016,2016,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,1,3,2,1,1,1,0,0,0,9,2016,2016,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,2,3,2,1,1,0,0,0,0,9,2016,2016,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,2,3,2,1,1,0,0,0,0,9,2016,2016,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,2,3,2,1,1,0,0,0,0,9,2016,2016,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,1,2,3,1,1,0,0,0,0,8,2016,2016,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,2,2,1,1,1,0,0,0,0,7,2016,2016,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,1,3,2,1,0,0,0,0,0,7,2016,2016,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,1,2,3,1,0,0,0,0,0,7,2016,2016,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,1,2,2,1,0,0,0,0,0,6,2016,2016,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,1,2,1,1,0,0,0,0,0,5,2016,2016,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,2,1,2,0,0,0,0,0,0,5,2016,2016,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,0,2,1,1,1,0,0,0,0,5,2016,2016,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,0,2,2,1,0,0,0,0,0,5,2016,2016,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,1,1,1,1,0,0,0,0,0,4,2016,2016,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,1,1,1,1,0,0,0,0,0,4,2016,2016,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,1,2,1,0,0,0,0,0,0,4,2016,2016,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,0,1,1,1,0,0,0,0,0,3,2016,2016,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,1,1,1,0,0,0,0,0,0,3,2016,2016,3
AMR INDUSTRY,THAILAND,1,no,0,1,0,1,1,0,0,0,0,0,0,0,3,2016,2016,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,0,2,1,0,0,0,0,0,0,3,2016,2016,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,0,2,1,0,0,0,0,0,0,3,2016,2016,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,0,1,1,0,0,0,0,0,0,2,2016,2016,3
AMR INDUSTRY,THAILAND,1,no,0,1,0,1,0,0,0,0,0,0,0,0,2,2016,2016,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,0,0,1,1,0,0,0,0,0,2,2016,2016,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,0,0,1,1,0,0,0,0,0,2,2016,2016,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,0,0,1,0,0,0,0,0,0,1,2016,2016,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,0,1,0,0,0,0,0,0,0,1,2016,2016,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,0,1,0,0,0,0,0,0,0,1,2016,2016,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,0,0,1,0,0,0,0,0,0,1,2016,2016,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,0,0,1,0,0,0,0,0,0,1,2016,2016,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,0,1,0,0,0,0,0,0,0,1,2016,2016,3
AGV,ITALY,30,no,0,0,0,0,2,0,0,0,0,0,0,0,2,2016,2016,3
AGV,ITALY,30,no,0,0,0,0,2,0,0,0,0,0,0,0,2,2016,2016,3
ALPINESTAR,ITALY,31,no,0,61,0,123,340,285,99,42,0,0,0,0,950,2016,2016,2
ALPINESTAR,ITALY,1,no,0,76,0,85,591,30,32,42,0,0,0,0,856,2017,2017,2
ALPINESTAR,ITALY,31,no,0,29,0,58,161,135,47,20,0,0,0,0,450,2016,2016,1
ALPINESTAR,ITALY,31,no,0,26,0,52,142,120,42,18,0,0,0,0,400,2016,2016,1
ALPINESTAR,ITALY,1,no,0,17,0,26,99,71,9,0,0,0,0,0,222,2017,2017,1
ALPINESTAR,ITALY,31,no,0,13,0,26,71,60,21,9,0,0,0,0,200,2016,2016,0
ALPINESTAR,ITALY,1,no,0,0,0,9,88,38,4,0,0,0,0,0,139,2017,2017,0
ALPINESTAR,ITALY,37,no,0,4,0,6,40,40,6,4,0,0,0,0,100,2016,2016,0
ALPINESTAR,ITALY,1,no,0,9,0,25,18,33,7,4,0,0,0,0,96,2017,2017,0
ALPINESTAR,ITALY,37,no,0,10,0,0,40,0,0,40,0,0,0,0,90,2016,2016,0
ALPINESTAR,ITALY,1,no,0,0,0,0,55,34,0,0,0,0,0,0,89,2017,2017,0
ALPINESTAR,ITALY,1,no,0,0,0,18,41,30,0,0,0,0,0,0,89,2017,2017,0
ALPINESTAR,ITALY,1,no,0,7,0,6,59,5,0,10,0,0,0,0,87,2017,2017,0
ALPINESTAR,ITALY,1,no,0,0,0,18,41,5,0,3,0,0,0,0,67,2017,2017,3
ALPINESTAR,ITALY,1,no,0,0,0,0,3,32,28,3,0,0,0,0,66,2017,2017,3
ALPINESTAR,ITALY,37,no,0,2,0,3,20,20,3,2,0,0,0,0,50,2016,2016,3
ALPINESTAR,ITALY,1,no,0,0,0,10,0,40,0,0,0,0,0,0,50,2017,2017,3
ALPINESTAR,ITALY,1,no,0,0,0,0,0,50,0,0,0,0,0,0,50,2017,2017,3
ALPINESTAR,ITALY,1,no,0,0,0,2,1,20,17,3,0,0,0,0,43,2017,2017,3
ALPINESTAR,ITALY,1,no,0,5,0,5,5,5,5,5,0,0,0,0,30,2017,2017,3
ALPINESTAR,ITALY,1,no,0,1,0,9,17,1,0,0,0,0,0,0,28,2017,2017,3
ALPINESTAR,ITALY,37,no,0,10,0,0,0,0,0,0,0,0,0,0,10,2016,2016,3
ALPINESTAR,ITALY,1,no,0,0,0,10,0,0,0,0,0,0,0,0,10,2017,2017,3
ALPINESTAR,ITALY,1,no,0,0,0,0,7,0,0,0,0,0,0,0,7,2016,2016,3
ALPINESTAR,ITALY,1,no,0,0,0,0,7,0,0,0,0,0,0,0,7,2016,2016,3
ALPINESTAR,ITALY,1,no,0,0,0,0,7,0,0,0,0,0,0,0,7,2016,2016,3
ALPINESTAR,ITALY,1,no,0,0,0,0,0,4,0,0,0,0,0,0,4,2017,2017,3
ALPINESTAR,ITALY,1,no,0,0,0,0,0,4,0,0,0,0,0,0,4,2017,2017,3
ALPINESTAR,ITALY,1,no,0,0,0,0,0,4,0,0,0,0,0,0,4,2017,2017,3
AMR INDUSTRY,THAILAND,31,no,0,0,0,0,200,200,100,0,0,0,0,0,500,2018,2018,1
AMR INDUSTRY,THAILAND,36,no,0,6,0,48,72,72,72,24,0,0,0,0,294,2018,2018,1
AMR INDUSTRY,THAILAND,1,no,0,0,0,3,72,60,42,3,0,0,0,0,180,2017,2017,0
AMR INDUSTRY,THAILAND,1,no,0,0,0,6,72,60,36,6,0,0,0,0,180,2017,2017,0
AMR INDUSTRY,THAILAND,1,no,0,0,0,3,60,60,24,3,0,0,0,0,150,2017,2017,0
AMR INDUSTRY,THAILAND,1,no,0,0,0,3,60,60,24,3,0,0,0,0,150,2017,2017,0
AMR INDUSTRY,THAILAND,1,no,0,0,0,3,60,60,24,3,0,0,0,0,150,2017,2017,0
AMR INDUSTRY,THAILAND,36,no,0,6,0,18,36,36,36,12,0,0,0,0,144,2018,2018,0
AMR INDUSTRY,THAILAND,6,no,0,0,0,6,36,36,24,6,0,0,0,0,108,2018,2018,0
AMR INDUSTRY,THAILAND,25,no,0,0,0,24,36,36,6,6,0,0,0,0,108,2018,2018,0
AMR INDUSTRY,THAILAND,36,no,0,6,0,24,24,24,24,6,0,0,0,0,108,2018,2018,0
AMR INDUSTRY,THAILAND,36,no,0,6,0,24,36,24,12,6,0,0,0,0,108,2018,2018,0
AMR INDUSTRY,THAILAND,1,no,0,0,0,3,36,36,24,3,0,0,0,0,102,2017,2017,0
AMR INDUSTRY,THAILAND,36,no,0,0,0,12,24,24,24,6,0,0,0,0,90,2018,2018,0
AMR INDUSTRY,THAILAND,25,no,0,0,0,6,24,24,24,6,0,0,0,0,84,2018,2018,0
AMR INDUSTRY,THAILAND,25,no,0,0,0,6,24,24,24,6,0,0,0,0,84,2018,2018,0
AMR INDUSTRY,THAILAND,6,no,0,0,0,12,24,24,15,6,0,0,0,0,81,2018,2018,0
AMR INDUSTRY,THAILAND,36,no,0,0,0,18,24,24,12,0,0,0,0,0,78,2018,2018,0
AMR INDUSTRY,THAILAND,6,no,0,0,0,9,24,24,12,6,0,0,0,0,75,2018,2018,0
AMR INDUSTRY,THAILAND,1,no,0,0,0,3,36,24,6,3,0,0,0,0,72,2017,2017,0
AMR INDUSTRY,THAILAND,6,no,0,0,0,6,24,24,12,6,0,0,0,0,72,2018,2018,0
AMR INDUSTRY,THAILAND,1,no,0,0,0,3,24,24,12,3,0,0,0,0,66,2017,2017,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,3,24,24,12,3,0,0,0,0,66,2017,2017,3
AMR INDUSTRY,THAILAND,36,no,0,0,0,6,18,18,18,6,0,0,0,0,66,2018,2018,3
AMR INDUSTRY,THAILAND,36,no,0,0,0,6,18,18,18,6,0,0,0,0,66,2018,2018,3
AMR INDUSTRY,THAILAND,36,no,0,0,0,6,18,18,18,6,0,0,0,0,66,2018,2018,3
AMR INDUSTRY,THAILAND,36,no,0,0,0,6,18,18,18,6,0,0,0,0,66,2018,2018,3
AMR INDUSTRY,THAILAND,6,no,0,0,0,6,18,18,12,6,0,0,0,0,60,2018,2018,3
AMR INDUSTRY,THAILAND,6,no,0,0,0,6,18,18,12,6,0,0,0,0,60,2018,2018,3
AMR INDUSTRY,THAILAND,6,no,0,0,0,6,18,18,12,6,0,0,0,0,60,2018,2018,3
AMR INDUSTRY,THAILAND,6,no,0,0,0,6,18,18,12,6,0,0,0,0,60,2018,2018,3
AMR INDUSTRY,THAILAND,6,no,0,0,0,6,18,18,12,6,0,0,0,0,60,2018,2018,3
AMR INDUSTRY,THAILAND,6,no,0,0,0,6,18,18,12,6,0,0,0,0,60,2018,2018,3
AMR INDUSTRY,THAILAND,36,no,0,6,0,12,12,12,12,6,0,0,0,0,60,2018,2018,3
AMR INDUSTRY,THAILAND,6,no,0,0,0,6,18,18,12,3,0,0,0,0,57,2018,2018,3
AMR INDUSTRY,THAILAND,6,no,0,0,0,6,18,18,12,3,0,0,0,0,57,2018,2018,3
AMR INDUSTRY,THAILAND,6,no,0,0,0,6,18,18,12,3,0,0,0,0,57,2018,2018,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,0,24,24,6,0,0,0,0,0,54,2017,2017,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,0,24,24,6,0,0,0,0,0,54,2017,2017,3
AMR INDUSTRY,THAILAND,6,no,0,0,0,3,18,18,12,3,0,0,0,0,54,2018,2018,3
AMR INDUSTRY,THAILAND,6,no,0,0,0,3,18,18,12,3,0,0,0,0,54,2018,2018,3
AMR INDUSTRY,THAILAND,36,no,0,0,0,3,18,18,12,3,0,0,0,0,54,2018,2018,3
AMR INDUSTRY,THAILAND,25,no,0,0,0,6,12,12,12,6,0,0,0,0,48,2018,2018,3
AMR INDUSTRY,THAILAND,36,no,0,0,0,6,12,12,12,6,0,0,0,0,48,2018,2018,3
AMR INDUSTRY,THAILAND,36,no,0,0,0,6,12,12,12,6,0,0,0,0,48,2018,2018,3
AMR INDUSTRY,THAILAND,36,no,0,0,0,6,12,12,12,6,0,0,0,0,48,2018,2018,3
AMR INDUSTRY,THAILAND,36,no,0,0,0,6,12,12,12,6,0,0,0,0,48,2018,2018,3
AMR INDUSTRY,THAILAND,6,no,0,0,0,6,12,12,12,3,0,0,0,0,45,2018,2018,3
AMR INDUSTRY,THAILAND,6,no,0,0,0,6,12,12,12,3,0,0,0,0,45,2018,2018,3
AMR INDUSTRY,THAILAND,6,no,0,0,0,6,12,12,12,3,0,0,0,0,45,2018,2018,3
AMR INDUSTRY,THAILAND,6,no,0,0,0,3,12,12,12,3,0,0,0,0,42,2018,2018,3
AMR INDUSTRY,THAILAND,25,no,0,0,0,3,12,12,12,3,0,0,0,0,42,2018,2018,3
AMR INDUSTRY,THAILAND,25,no,0,0,0,3,12,12,12,3,0,0,0,0,42,2018,2018,3
AMR INDUSTRY,THAILAND,25,no,0,0,0,3,12,12,12,3,0,0,0,0,42,2018,2018,3
AMR INDUSTRY,THAILAND,25,no,0,0,0,3,12,12,12,3,0,0,0,0,42,2018,2018,3
AMR INDUSTRY,THAILAND,25,no,0,0,0,3,12,12,12,3,0,0,0,0,42,2018,2018,3
AMR INDUSTRY,THAILAND,36,no,0,0,0,6,12,12,6,6,0,0,0,0,42,2018,2018,3
AMR INDUSTRY,THAILAND,6,no,0,0,0,6,12,12,6,3,0,0,0,0,39,2018,2018,3
AMR INDUSTRY,THAILAND,6,no,0,0,0,6,12,12,6,3,0,0,0,0,39,2018,2018,3
AMR INDUSTRY,THAILAND,6,no,0,0,0,6,12,12,6,3,0,0,0,0,39,2018,2018,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,0,18,12,6,0,0,0,0,0,36,2017,2017,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,0,18,12,6,0,0,0,0,0,36,2017,2017,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,0,12,12,12,0,0,0,0,0,36,2017,2017,3
AMR INDUSTRY,THAILAND,6,no,0,0,0,6,12,12,6,0,0,0,0,0,36,2018,2018,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,6,12,12,6,0,0,0,0,0,36,2018,2018,3
AMR INDUSTRY,THAILAND,36,no,0,0,0,6,12,12,6,0,0,0,0,0,36,2018,2018,3
AMR INDUSTRY,THAILAND,36,no,0,0,0,3,12,12,6,3,0,0,0,0,36,2018,2018,3
AMR INDUSTRY,THAILAND,36,no,0,0,0,6,12,12,6,0,0,0,0,0,36,2018,2018,3
AMR INDUSTRY,THAILAND,6,no,0,0,0,3,9,12,6,3,0,0,0,0,33,2018,2018,3
AMR INDUSTRY,THAILAND,36,no,0,0,0,3,12,12,6,0,0,0,0,0,33,2018,2018,3
AMR INDUSTRY,THAILAND,36,no,0,0,0,3,12,12,6,0,0,0,0,0,33,2018,2018,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,2,12,12,6,0,0,0,0,0,32,2017,2017,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,2,12,12,6,0,0,0,0,0,32,2017,2017,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,0,12,12,6,0,0,0,0,0,30,2017,2017,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,0,12,12,6,0,0,0,0,0,30,2017,2017,3
AMR INDUSTRY,THAILAND,6,no,0,0,0,3,9,9,6,3,0,0,0,0,30,2018,2018,3
AMR INDUSTRY,THAILAND,6,no,0,0,0,3,9,9,6,3,0,0,0,0,30,2018,2018,3
AMR INDUSTRY,THAILAND,6,no,0,0,0,3,9,9,6,3,0,0,0,0,30,2018,2018,3
AMR INDUSTRY,THAILAND,6,no,0,0,0,3,9,9,6,3,0,0,0,0,30,2018,2018,3
AMR INDUSTRY,THAILAND,25,no,0,0,0,6,6,6,6,6,0,0,0,0,30,2018,2018,3
AMR INDUSTRY,THAILAND,6,no,0,0,0,3,6,6,6,3,0,0,0,0,24,2018,2018,3
AMR INDUSTRY,THAILAND,6,no,0,0,0,3,6,6,6,3,0,0,0,0,24,2018,2018,3
AMR INDUSTRY,THAILAND,6,no,0,0,0,3,6,6,6,3,0,0,0,0,24,2018,2018,3
AMR INDUSTRY,THAILAND,6,no,0,0,0,3,6,6,6,3,0,0,0,0,24,2018,2018,3
AMR INDUSTRY,THAILAND,6,no,0,0,0,3,6,6,6,3,0,0,0,0,24,2018,2018,3
AMR INDUSTRY,THAILAND,6,no,0,0,0,3,6,6,6,3,0,0,0,0,24,2018,2018,3
AMR INDUSTRY,THAILAND,6,no,0,0,0,3,6,6,6,3,0,0,0,0,24,2018,2018,3
AMR INDUSTRY,THAILAND,6,no,0,0,0,3,6,6,6,3,0,0,0,0,24,2018,2018,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,4,7,8,5,0,0,0,0,0,24,2018,2018,3
AMR INDUSTRY,THAILAND,25,no,0,0,0,6,6,6,3,3,0,0,0,0,24,2018,2018,3
AMR INDUSTRY,THAILAND,25,no,0,0,0,6,6,6,3,3,0,0,0,0,24,2018,2018,3
AMR INDUSTRY,THAILAND,25,no,0,0,0,3,6,6,6,3,0,0,0,0,24,2018,2018,3
AMR INDUSTRY,THAILAND,36,no,0,0,0,6,6,6,6,0,0,0,0,0,24,2018,2018,3
AMR INDUSTRY,THAILAND,36,no,0,0,0,3,6,6,6,0,0,0,0,0,21,2018,2018,3
AMR INDUSTRY,THAILAND,36,no,0,0,0,3,6,6,6,0,0,0,0,0,21,2018,2018,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,9,9,2,0,0,0,0,0,0,20,2017,2017,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,0,6,6,6,0,0,0,0,0,18,2017,2017,3
AMR INDUSTRY,THAILAND,6,no,0,0,0,0,6,6,6,0,0,0,0,0,18,2018,2018,3
AMR INDUSTRY,THAILAND,25,no,0,0,0,2,6,6,2,2,0,0,0,0,18,2018,2018,3
AMR INDUSTRY,THAILAND,36,no,0,0,0,0,6,6,6,0,0,0,0,0,18,2018,2018,3
AMR INDUSTRY,THAILAND,36,no,0,0,0,0,6,6,6,0,0,0,0,0,18,2018,2018,3
AMR INDUSTRY,THAILAND,36,no,0,0,0,3,6,6,3,0,0,0,0,0,18,2018,2018,3
AMR INDUSTRY,THAILAND,31,no,0,0,0,0,8,5,5,0,0,0,0,0,18,2018,2018,3
AMR INDUSTRY,THAILAND,6,no,0,0,0,3,12,0,0,0,0,0,0,0,15,2018,2018,3
AMR INDUSTRY,THAILAND,6,no,0,0,0,3,12,0,0,0,0,0,0,0,15,2018,2018,3
AMR INDUSTRY,THAILAND,6,no,0,0,0,3,6,6,0,0,0,0,0,0,15,2018,2018,3
AMR INDUSTRY,THAILAND,6,no,0,0,0,3,6,6,0,0,0,0,0,0,15,2018,2018,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,5,5,2,0,0,0,0,0,0,12,2017,2017,3
AMR INDUSTRY,THAILAND,36,no,0,0,0,0,3,3,3,3,0,0,0,0,12,2018,2018,3
AMR INDUSTRY,THAILAND,25,no,0,0,0,2,2,2,2,2,0,0,0,0,10,2018,2018,3
AMR INDUSTRY,THAILAND,25,no,0,0,0,2,2,2,2,2,0,0,0,0,10,2018,2018,3
AMR INDUSTRY,THAILAND,25,no,0,0,0,2,2,2,2,2,0,0,0,0,10,2018,2018,3
AMR INDUSTRY,THAILAND,25,no,0,0,0,2,2,2,2,2,0,0,0,0,10,2018,2018,3
AMR INDUSTRY,THAILAND,25,no,0,0,0,2,2,2,2,2,0,0,0,0,10,2018,2018,3
AMR INDUSTRY,THAILAND,25,no,0,0,0,2,2,2,2,2,0,0,0,0,10,2018,2018,3
AMR INDUSTRY,THAILAND,25,no,0,0,0,2,2,2,2,2,0,0,0,0,10,2018,2018,3
AMR INDUSTRY,THAILAND,25,no,0,0,0,2,2,2,2,2,0,0,0,0,10,2018,2018,3
AMR INDUSTRY,THAILAND,25,no,0,0,0,2,2,2,2,2,0,0,0,0,10,2018,2018,3
AMR INDUSTRY,THAILAND,25,no,0,0,0,2,2,2,2,2,0,0,0,0,10,2018,2018,3
AMR INDUSTRY,THAILAND,25,no,0,0,0,2,2,2,2,2,0,0,0,0,10,2018,2018,3
AMR INDUSTRY,THAILAND,25,no,0,0,0,2,2,2,2,2,0,0,0,0,10,2018,2018,3
AMR INDUSTRY,THAILAND,25,no,0,0,0,2,2,2,2,2,0,0,0,0,10,2018,2018,3
AMR INDUSTRY,THAILAND,25,no,0,0,0,2,2,2,2,2,0,0,0,0,10,2018,2018,3
AMR INDUSTRY,THAILAND,25,no,0,0,0,2,2,2,2,2,0,0,0,0,10,2018,2018,3
AMR INDUSTRY,THAILAND,25,no,0,0,0,2,2,2,2,2,0,0,0,0,10,2018,2018,3
AMR INDUSTRY,THAILAND,25,no,0,0,0,2,2,2,2,2,0,0,0,0,10,2018,2018,3
AMR INDUSTRY,THAILAND,25,no,0,0,0,2,2,2,2,2,0,0,0,0,10,2018,2018,3
AMR INDUSTRY,THAILAND,6,no,0,0,0,0,6,3,0,0,0,0,0,0,9,2018,2018,3
AMR INDUSTRY,THAILAND,6,no,0,0,0,3,0,3,3,0,0,0,0,0,9,2018,2018,3
AMR INDUSTRY,THAILAND,36,no,0,0,0,0,3,3,3,0,0,0,0,0,9,2018,2018,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,2,2,2,1,0,0,0,0,0,7,2018,2018,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,1,2,2,1,0,0,0,0,0,6,2018,2018,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,0,2,2,2,0,0,0,0,0,6,2018,2018,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,2,2,2,0,0,0,0,0,0,6,2018,2018,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,2,2,0,0,0,0,0,0,0,4,2017,2017,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,0,2,2,0,0,0,0,0,0,4,2018,2018,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,1,1,1,1,0,0,0,0,0,4,2018,2018,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,1,1,1,1,0,0,0,0,0,4,2018,2018,3
AMR INDUSTRY,THAILAND,36,no,0,0,0,2,0,0,0,0,0,0,0,0,2,2018,2018,3
AMR INDUSTRY,THAILAND,36,no,0,0,0,0,1,1,0,0,0,0,0,0,2,2018,2018,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,3,72,60,42,3,0,0,0,0,180,2017,2017,0
AMR INDUSTRY,THAILAND,1,no,0,0,0,6,72,60,36,6,0,0,0,0,180,2017,2017,0
AMR INDUSTRY,THAILAND,1,no,0,6,0,48,60,36,6,0,0,0,0,0,156,2017,2017,0
AMR INDUSTRY,THAILAND,1,no,0,6,0,48,60,36,6,0,0,0,0,0,156,2017,2017,0
AMR INDUSTRY,THAILAND,1,no,0,0,0,3,60,60,24,3,0,0,0,0,150,2017,2017,0
AMR INDUSTRY,THAILAND,1,no,0,0,0,3,60,60,24,3,0,0,0,0,150,2017,2017,0
AMR INDUSTRY,THAILAND,1,no,0,0,0,3,60,60,24,3,0,0,0,0,150,2017,2017,0
AMR INDUSTRY,THAILAND,1,no,0,0,0,0,48,48,12,0,0,0,0,0,108,2017,2017,0
AMR INDUSTRY,THAILAND,1,no,0,0,0,3,36,36,24,3,0,0,0,0,102,2017,2017,0
AMR INDUSTRY,THAILAND,1,no,0,0,0,14,33,38,11,0,0,0,0,0,96,2017,2017,0
AMR INDUSTRY,THAILAND,1,no,0,0,0,3,36,24,6,3,0,0,0,0,72,2017,2017,0
AMR INDUSTRY,THAILAND,1,no,0,0,0,3,24,24,12,3,0,0,0,0,66,2017,2017,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,6,18,24,12,6,0,0,0,0,66,2017,2017,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,6,18,24,12,6,0,0,0,0,66,2017,2017,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,0,24,24,12,0,0,0,0,0,60,2017,2017,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,0,24,24,6,0,0,0,0,0,54,2017,2017,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,3,12,24,12,3,0,0,0,0,54,2017,2017,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,7,10,14,12,0,0,0,0,0,43,2017,2017,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,7,10,14,12,0,0,0,0,0,43,2017,2017,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,6,12,12,6,6,0,0,0,0,42,2017,2017,3
AMR INDUSTRY,THAILAND,1,no,0,3,0,12,12,12,3,0,0,0,0,0,42,2017,2017,3
AMR INDUSTRY,THAILAND,1,no,0,3,0,12,12,12,3,0,0,0,0,0,42,2017,2017,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,6,12,12,6,6,0,0,0,0,42,2017,2017,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,0,18,12,6,0,0,0,0,0,36,2017,2017,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,0,18,12,6,0,0,0,0,0,36,2017,2017,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,0,12,12,12,0,0,0,0,0,36,2017,2017,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,3,12,12,6,3,0,0,0,0,36,2017,2017,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,2,12,12,6,0,0,0,0,0,32,2017,2017,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,2,12,12,6,0,0,0,0,0,32,2017,2017,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,0,8,8,8,8,0,0,0,0,32,2017,2017,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,0,8,8,8,8,0,0,0,0,32,2017,2017,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,0,12,12,6,0,0,0,0,0,30,2017,2017,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,0,12,12,6,0,0,0,0,0,30,2017,2017,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,6,6,8,6,4,0,0,0,0,30,2017,2017,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,6,6,8,6,4,0,0,0,0,30,2017,2017,3
AMR INDUSTRY,THAILAND,29,no,0,0,0,6,10,7,3,0,0,0,0,0,26,2016,2016,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,0,12,12,0,0,0,0,0,0,24,2017,2017,3
AMR INDUSTRY,THAILAND,1,no,0,3,0,6,6,6,3,0,0,0,0,0,24,2017,2017,3
AMR INDUSTRY,THAILAND,1,no,0,3,0,6,6,6,3,0,0,0,0,0,24,2017,2017,3
AMR INDUSTRY,THAILAND,1,no,0,3,0,6,6,6,3,0,0,0,0,0,24,2017,2017,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,0,6,12,6,0,0,0,0,0,24,2017,2017,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,3,6,6,6,2,0,0,0,0,23,2017,2017,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,3,6,6,6,2,0,0,0,0,23,2017,2017,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,2,6,6,6,2,0,0,0,0,22,2017,2017,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,2,6,6,6,2,0,0,0,0,22,2017,2017,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,2,6,6,6,2,0,0,0,0,22,2017,2017,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,2,6,6,6,2,0,0,0,0,22,2017,2017,3
AMR INDUSTRY,THAILAND,1,no,0,3,0,6,6,3,3,0,0,0,0,0,21,2017,2017,3
AMR INDUSTRY,THAILAND,1,no,0,3,0,6,6,3,3,0,0,0,0,0,21,2017,2017,3
AMR INDUSTRY,THAILAND,1,no,0,0,0,9,9,2,0,0,0,0,0,0,20,2017,2017,3
