"Customer","POS NO","PO NO","Standard","Destination","POS Receive Date","POS Delivery Date","Model/Type","Description","XXS","XS (48)","XS/S","S(50)","M(52)","L(54)","XL(56)","XXL","3XL","4XL","S/M","L/XL","Other"
"A.M.R INDUSTRY","62","SK2016/002","ECE","THAILAND","Wednesday, 30 March 2016","08 April 2016","VANDAL","SOLID WHITE","","","","6","8","4","","","","","","",""
"A.M.R INDUSTRY","35","SK2016/001.1","ECE","THAILAND","Friday, 04 March 2016","ASAP","APEX","ROLLING THUNDER","","","","1","3","2","1","1","1","","","",""
"A.M.R INDUSTRY","35","SK2016/001.1","ECE","THAILAND","Friday, 04 March 2016","ASAP","APEX","SAM","","","","1","3","2","1","1","1","","","",""
"A.M.R INDUSTRY","35","SK2016/001.1","ECE","THAILAND","Friday, 04 March 2016","ASAP","HALO","DRIFT YELLOW","","","","2","3","2","1","1","","","","",""
"A.M.R INDUSTRY","35","SK2016/001.1","ECE","THAILAND","Friday, 04 March 2016","ASAP","HALO","DRIFT RED","","","","2","3","2","1","1","","","","",""
"A.M.R INDUSTRY","35","SK2016/001.1","ECE","THAILAND","Friday, 04 March 2016","ASAP","HALO","PINBALL","","","","2","3","2","1","1","","","","",""
"A.M.R INDUSTRY","36","SK2016/001.2","ECE","THAILAND","Friday, 04 March 2016","ASAP","MR JUMP","SPECIAL YELLOW FLUO/BLACK","","","","1","2","3","1","1","","","","",""
"A.M.R INDUSTRY","35","SK2016/001.1","ECE","THAILAND","Friday, 04 March 2016","ASAP","HALO","BIAGGI REPLICA","","","","2","2","1","1","1","","","","",""
"A.M.R INDUSTRY","36","SK2016/001.2","ECE","THAILAND","Friday, 04 March 2016","ASAP","MR JUMP","SHOTS YELLOW","","","","1","3","2","1","","","","","",""
"A.M.R INDUSTRY","36","SK2016/001.2","ECE","THAILAND","Friday, 04 March 2016","ASAP","MR JUMP","SHOTS ORANGE","","","","1","2","3","1","","","","","",""
"A.M.R INDUSTRY","36","SK2016/001.2","ECE","THAILAND","Friday, 04 March 2016","ASAP","MR JUMP","BULLET","","","","1","2","2","1","","","","","",""
"A.M.R INDUSTRY","35","SK2016/001.1","ECE","THAILAND","Friday, 04 March 2016","ASAP","SR SPORT","BIAGGI REPLICA 2015 RED","","","","1","2","1","1","","","","","",""
"A.M.R INDUSTRY","36","SK2016.001.2","ECE","THAILAND","Friday, 04 March 2016","ASAP","ALPHA","SKULL RED","","","","2","1","2","","","","","","",""
"A.M.R INDUSTRY","36","SK2016/001.2","ECE","THAILAND","Friday, 04 March 2016","ASAP","MR JUMP","JACKPOT YELLOW","","","","","2","1","1","1","","","","",""
"A.M.R INDUSTRY","36","SK2016/001.2","ECE","THAILAND","Friday, 04 March 2016","ASAP","MR JUMP","SPECIAL WHITE/RED/BLUE","","","","","2","2","1","","","","","",""
"A.M.R INDUSTRY","35","SK2016/001.1","ECE","THAILAND","Friday, 04 March 2016","ASAP","SR SPORT","DOVIZIOSO REPLICA","","","","1","1","1","1","","","","","",""
"A.M.R INDUSTRY","35","SK2016/001.1","ECE","THAILAND","Friday, 04 March 2016","ASAP","SR SPORT","DOVIZIOSO REPLICA MUGELLO","","","","1","1","1","1","","","","","",""
"A.M.R INDUSTRY","35","SK2016/001.1","ECE","THAILAND","Friday, 04 March 2016","ASAP","SR SPORT","STARS MILITARY","","","","1","2","1","","","","","","",""
"A.M.R INDUSTRY","35","SK2016/001.1","ECE","THAILAND","Friday, 04 March 2016","ASAP","SR SPORT","GAMBLE TOP PLAYER","","","","","1","1","1","","","","","",""
"A.M.R INDUSTRY","35","SK2016/001.1","ECE","THAILAND","Friday, 04 March 2016","ASAP","SR SPORT","STARS ORANGE","","","","1","1","1","","","","","","",""
"A.M.R INDUSTRY","35","SK2016/001.1","ECE","THAILAND","Friday, 04 March 2016","ASAP","APEX","PIKE RED","","1","","1","1","","","","","","","",""
"A.M.R INDUSTRY","36","SK2016.001.2","ECE","THAILAND","Friday, 04 March 2016","ASAP","ALPHA","WARRIOR","","","","","2","1","","","","","","",""
"A.M.R INDUSTRY","36","SK2016.001.2","ECE","THAILAND","Friday, 04 March 2016","ASAP","ALPHA","PIXEL","","","","","2","1","","","","","","",""
"A.M.R INDUSTRY","35","SK2016/001.1","ECE","THAILAND","Friday, 04 March 2016","ASAP","SR SPORT","STARS YELLOW","","","","","1","1","","","","","","",""
"A.M.R INDUSTRY","35","SK2016/001.1","ECE","THAILAND","Friday, 04 March 2016","ASAP","APEX","PIKE GREY","","1","","1","","","","","","","","",""
"A.M.R INDUSTRY","35","SK2016/001.1","ECE","THAILAND","Friday, 04 March 2016","ASAP","MX TOURER","ROAD YELLOW","","","","","","1","1","","","","","",""
"A.M.R INDUSTRY","35","SK2016/001.1","ECE","THAILAND","Friday, 04 March 2016","ASAP","MX TOURER","ROAD ORANGE","","","","","","1","1","","","","","",""
"A.M.R INDUSTRY","36","SK2016/001.2","ECE","THAILAND","Friday, 04 March 2016","ASAP","MR JUMP","EAGLE WHITE","","","","","","1","","","","","","",""
"A.M.R INDUSTRY","36","SK2016/001.2","ECE","THAILAND","Friday, 04 March 2016","ASAP","MR JUMP","JACKPOT WHITE","","","","","1","","","","","","","",""
"A.M.R INDUSTRY","36","SK2016/001.2","ECE","THAILAND","Friday, 04 March 2016","ASAP","MR JUMP","EAGLE BLACK","","","","","1","","","","","","","",""
"A.M.R INDUSTRY","36","SK2016/001.2","ECE","THAILAND","Friday, 04 March 2016","ASAP","MR JUMP","JACKPOT BLACK","","","","","","1","","","","","","",""
"A.M.R INDUSTRY","36","SK2016/001.2","ECE","THAILAND","Friday, 04 March 2016","ASAP","MR JUMP","JACKPOT FUXIA","","","","","","1","","","","","","",""
"A.M.R INDUSTRY","36","SK2016/001.2","ECE","THAILAND","Friday, 04 March 2016","ASAP","MR JUMP","MOLOTOV WHITE","","","","","1","","","","","","","",""
"A.M.R INDUSTRY","36","SK2016/001.2","ECE","THAILAND","Friday, 04 March 2016","ASAP","KIT MR JUMP","CHEEK PADS","","1","","","","","","","","","","","1"
"A.M.R INDUSTRY","36","SK2016/001.2","ECE","THAILAND","Friday, 04 March 2016","ASAP","KIT MR JUMP","INNER LINER","","","","","1","","","1","","","","","2"
"A.M.R INDUSTRY","36","SK2016/001.2","ECE","THAILAND","Friday, 04 March 2016","ASAP","KIT MR JUMP","PEAK MONSTER REPLICA","","","","","","","","","","","","","1"
"A.M.R INDUSTRY","36","SK2016/001.2","ECE","THAILAND","Friday, 04 March 2016","ASAP","KIT MR JUMP","PEAK MONSTER MATT","","","","","","","","","","","","","1"
"A.M.R INDUSTRY","36","SK2016/001.2","ECE","THAILAND","Friday, 04 March 2016","ASAP","KIT MR JUMP","PEAK WHITE JACK P","","","","","","","","","","","","","1"
"A.M.R INDUSTRY","36","SK2016/001.2","ECE","THAILAND","Friday, 04 March 2016","ASAP","KIT MR JUMP","PEAK YELLOW JACK P","","","","","","","","","","","","","1"
"A.M.R INDUSTRY","35","SK2016/001.1","ECE","THAILAND","Friday, 04 March 2016","ASAP","KIT APEX","VISOR IRIDIUM","","","","","","","","","","","","","2"
"A.M.R INDUSTRY","35","SK2016/001.1","ECE","THAILAND","Friday, 04 March 2016","ASAP","KIT APEX","VISOR IRIDIUM GOLD","","","","","","","","","","","","","2"
"A.M.R INDUSTRY","35","SK2016/001.1","ECE","THAILAND","Friday, 04 March 2016","ASAP","KIT SR SPORT","VISOR LIGHT SMOKE","","","","","","","","","","","","","3"
"A.M.R INDUSTRY","35","SK2016/001.1","ECE","THAILAND","Friday, 04 March 2016","ASAP","KIT APEX","NOSE DEFLECTOR BLACK","","","","","","","","","","","","","5"
"A.M.R INDUSTRY","35","SK2016/001.1","ECE","THAILAND","Friday, 04 March 2016","ASAP","KIT APEX","VISOR IRRIDIUM MIRROR CHROME","","","","","","","","","","","","","5"
"A.M.R INDUSTRY","35","SK2016/001.1","ECE","THAILAND","Friday, 04 March 2016","ASAP","KIT APEX","VISOR LIGHT SMOKE","","","","","","","","","","","","","5"
"A.M.R INDUSTRY","35","SK2016/001.1","ECE","THAILAND","Friday, 04 March 2016","ASAP","KIT APEX","VISOR CLEAR","","","","","","","","","","","","","7"
"A.M.R INDUSTRY","35","SK2016/001.1","ECE","THAILAND","Friday, 04 March 2016","ASAP","KIT APEX","KIT S1R/EXT/TRANSPARENT","","","","","","","","","","","","","10"
"A.M.R INDUSTRY","35","SK2016/001.1","ECE","THAILAND","Friday, 04 March 2016","ASAP","KIT APEX","VISOR BLACK","","","","","","","","","","","","","10"
"A.M.R INDUSTRY","35","SK2016/001.1","ECE","THAILAND","Friday, 04 March 2016","ASAP","KIT VANDAL","FULL PIVOT KIT","","","","","","","","","","","","","15"
"A.M.R INDUSTRY","62","SK2016/002","ECE","THAILAND","Wednesday, 30 March 2016","08 April 2016","ACCECORIES","HELMET TRAY","","","","","","","","","","","","","100"
"A.M.R INDUSTRY CO.LTD","175","TCK2017/004.1","ECE","THAILAND","Tuesday, 01 August 2017","ASAP","KYT FALCON","SPOILER ANDREA IANNONE GUN METAL","","","","","","","","","","","","","10"
"A.M.R INDUSTRY CO.LTD","175","TCK2017/004.1","ECE","THAILAND","Tuesday, 01 August 2017","ASAP","KYT FALCON","SPOILER ANDREA IANNONE WHITE","","","","","","","","","","","","","10"
"A.M.R INDUSTRY CO.LTD","175","TCK2017/004.1","ECE","THAILAND","Tuesday, 01 August 2017","ASAP","KYT FALCON","SPOILER ROSSO MUGELLO","","","","","","","","","","","","","10"
"A.M.R INDUSTRY CO.LTD","175","TCK2017/004.1","ECE","THAILAND","Tuesday, 01 August 2017","ASAP","KYT FALCON","SIDE VENT(PAIR)","","","","","","","","","","","","","10"
"A.M.R INDUSTRY CO.LTD","175","TCK2017/004.1","ECE","THAILAND","Tuesday, 01 August 2017","ASAP","KYT FALCON","FRONT VENT YELLOW FLUO","","","","","","","","","","","","","10"
"A.M.R INDUSTRY CO.LTD","175","TCK2017/004.1","ECE","THAILAND","Tuesday, 01 August 2017","ASAP","KYT FALCON","FRONT VENT RED FLUO","","","","","","","","","","","","","10"
"A.M.R INDUSTRY CO.LTD","175","TCK2017/004.1","ECE","THAILAND","Tuesday, 01 August 2017","ASAP","KYT VENOM","TOP VENT WHITE(PAIR)","","","","","","","","","","","","","10"
"A.M.R INDUSTRY CO.LTD","175","TCK2017/004.1","ECE","THAILAND","Tuesday, 01 August 2017","ASAP","KYT VENOM","KYT SIDE PLATE LOGO(PAIR)","","","","","","","","","","","","","10"
"A.M.R INDUSTRY CO.LTD","175","TCK2017/004.1","ECE","THAILAND","Tuesday, 01 August 2017","ASAP","KYT FALCON","TOP VENT(PAIR)","","","","","","","","","","","","","15"
"A.M.R INDUSTRY CO.LTD","175","TCK2017/004.1","ECE","THAILAND","Tuesday, 01 August 2017","ASAP","KYT VENOM","TOP VENT ANDREA LOCATELLI","","","","","","","","","","","","","15"
"A.M.R INDUSTRY CO.LTD","175","TCK2017/004.1","ECE","THAILAND","Tuesday, 01 August 2017","ASAP","KYT VENOM","TOP VENT BLACK(PAIR)","","","","","","","","","","","","","15"
"A.M.R INDUSTRY CO.LTD","175","TCK2017/004.1","ECE","THAILAND","Tuesday, 01 August 2017","ASAP","KYT VENOM","SPOILER ANDREA LOCATELLI","","","","","","","","","","","","","15"
"A.M.R INDUSTRY CO.LTD","175","TCK2017/004.1","ECE","THAILAND","Tuesday, 01 August 2017","ASAP","KYT VENOM","SPOILER BLACK","","","","","","","","","","","","","15"
"A.M.R INDUSTRY CO.LTD","175","TCK2017/004.1","ECE","THAILAND","Tuesday, 01 August 2017","ASAP","KYT VENOM","SPOILER WHITE","","","","","","","","","","","","","15"
"A.M.R INDUSTRY CO.LTD","175","TCK2017/004.1","ECE","THAILAND","Tuesday, 01 August 2017","ASAP","KYT FALCON","SPOILER BLACK","","","","","","","","","","","","","20"
"A.M.R INDUSTRY CO.LTD","175","TCK2017/004.1","ECE","THAILAND","Tuesday, 01 August 2017","ASAP","KYT FALCON","FRONT VENT BLACK","","","","","","","","","","","","","20"
"AGV","14","PC 16/129 (REV 01)","ECE","ITALY","Wednesday, 16 March 2016","15 April 2016","JUNIOR OPEN","RED","","","","","2","","","","","","","",""
"AGV","14","PC 16/129 (REV 01)","ECE","ITALY","Wednesday, 16 March 2016","15 April 2016","JUNIOR OPEN","YELLOW FLUO","","","","","2","","","","","","","",""
"AGV","096","170005727","ECE","ITALY","Thursday, 04 May 2017","ASAP","JUNIOR OPEN","SET COVER","","","","","","","","","","","","","150"
"AGV","096","170005727","ECE","ITALY","Thursday, 04 May 2017","ASAP","JUNIOR OPEN","SCREW","","","","","","","","","","","","","150"
"ALPINESTAR","175","95604","ECE","ITALY","Monday, 24 October 2016","15 January 2016","NOVUS HELMET","BLACK MATT","","61","","123","340","285","99","42","","","","",""
"ALPINESTAR","224","95604","ECE","ITALY","Tuesday, 03 October 2017","ASAP","NOVUS HELMET","BLACK MATT","","76","","85","591","30","32","42","","","","",""
"ALPINESTAR","175","95604","ECE","ITALY","Monday, 24 October 2016","15 January 2016","NOVUS HELMET","WHITE PEARL","","29","","58","161","135","47","20","","","","",""
"ALPINESTAR","175","95604","ECE","ITALY","Monday, 24 October 2016","15 January 2016","NOVUS HELMET","SILVER MATTE","","26","","52","142","120","42","18","","","","",""
"ALPINESTAR","147","95604","ECE","ITALY","Monday, 10 July 2017","ASAP","NOVUS HELMET","SILVER MATT","","17","","26","99","71","9","","","","","",""
"ALPINESTAR","175","95604","ECE","ITALY","Monday, 24 October 2016","15 January 2016","NOVUS HELMET","ORIGAMI WHITE MILK","","13","","26","71","60","21","9","","","","",""
"ALPINESTAR","103","95604","ECE","ITALY","Monday, 15 May 2017","ASAP","NOVUS HELMET","WHITE PEARL","","","","9","88","38","4","","","","","",""
"ALPINESTAR","176","95585","ECE","ITALY","Monday, 24 October 2016","30 November 2016","NOVUS HELMET","ORIGAMI WHITE MILK","","4","","6","40","40","6","4","","","","",""
"ALPINESTAR","103","95604","ECE","ITALY","Monday, 15 May 2017","ASAP","NOVUS HELMET","MATT BLACK","","9","","25","18","33","7","4","","","","",""
"ALPINESTAR","176","95585","ECE","ITALY","Monday, 24 October 2016","30 November 2016","NOVUS HELMET","ORIGAMI WHITE MILK BUCK ZOCCHI BUCKLE","","10","","","40","","","40","","","","",""
"ALPINESTAR","147","95604","ECE","ITALY","Monday, 10 July 2017","ASAP","NOVUS HELMET","BLACK MATT","","","","","55","34","","","","","","",""
"ALPINESTAR","147","95604","ECE","ITALY","Monday, 10 July 2017","ASAP","NOVUS HELMET","ORIGAMI WHITE MILK","","","","18","41","30","","","","","","",""
"ALPINESTAR","224","95604","ECE","ITALY","Tuesday, 03 October 2017","ASAP","NOVUS HELMET","SILVER MATT","","7","","6","59","5","","10","","","","",""
"ALPINESTAR","224","95604","ECE","ITALY","Tuesday, 03 October 2017","ASAP","NOVUS HELMET","ORIGAMI WHITE MILK","","","","18","41","5","","3","","","","",""
"ALPINESTAR","146","95585 ","ECE","ITALY","Monday, 10 July 2017","ASAP","NOVUS HELMET","ORIGAMI WHITE MILK","","","","","3","32","28","3","","","","",""
"ALPINESTAR","176","95585","ECE","ITALY","Monday, 24 October 2016","30 November 2016","NOVUS HELMET","BLACK MATTE","","2","","3","20","20","3","2","","","","",""
"ALPINESTAR","146","95585 ","ECE","ITALY","Monday, 10 July 2017","ASAP","NOVUS HELMET","ORIGAMI WHITE MILK BUCK ZOCCHI BUCKLE","","","","10","","40","","","","","","",""
"ALPINESTAR","148","2297","ECE","ITALY","Tuesday, 11 July 2017","ASAP","NOVUS HELMET","LINER SUSPENSION","","","","","","50","","","","","","",""
"ALPINESTAR","146","95585 ","ECE","ITALY","Monday, 10 July 2017","ASAP","NOVUS HELMET","BLACK MATT","","","","2","1","20","17","3","","","","",""
"ALPINESTAR","103","95604","ECE","ITALY","Monday, 15 May 2017","ASAP","NOVUS HELMET","ORIGAMI WHITE MILK","","5","","5","5","5","5","5","","","","",""
"ALPINESTAR","103","95604","ECE","ITALY","Monday, 15 May 2017","ASAP","NOVUS HELMET","MATT SILVER","","1","","9","17","1","","","","","","",""
"ALPINESTAR","176","95585","ECE","ITALY","Monday, 24 October 2016","30 November 2016","NOVUS HELMET","ORIGAMI WHITE MILK BUCK 3G BUCKLE","","10","","","","","","","","","","",""
"ALPINESTAR","146","95585 ","ECE","ITALY","Monday, 10 July 2017","ASAP","NOVUS HELMET","ORIGAMI WHITE MILK BUCK 3 G BUCKLE","","","","10","","","","","","","","",""
"ALPINESTAR","149","91991","ECE","ITALY","Monday, 15 August 2016","ASAP","NOVUS HELMET","SILVER MATTE","","","","","7","","","","","","","",""
"ALPINESTAR","149","91991","ECE","ITALY","Monday, 15 August 2016","ASAP","NOVUS HELMET","BLUE ANTRACHITE","","","","","7","","","","","","","",""
"ALPINESTAR","149","91991","ECE","ITALY","Monday, 15 August 2016","ASAP","NOVUS HELMET","WITE PEARL","","","","","7","","","","","","","",""
"ALPINESTAR","","91991","ECE","ITALY","Monday, 10 July 2017","ASAP","NOVUS HELMET","SILVER MATT","","","","","","4","","","","","","",""
"ALPINESTAR","","91991","ECE","ITALY","Monday, 10 July 2017","ASAP","NOVUS HELMET","BLUE ANTGRACITE","","","","","","4","","","","","","",""
"ALPINESTAR","","91991","ECE","ITALY","Monday, 10 July 2017","ASAP","NOVUS HELMET","ORIGAMI WHITE MILK","","","","","","4","","","","","","",""
"ALPINESTAR","190","96071 REV1","ECE","ITALY","Friday, 28 October 2016","15 November 2016","KIT","NOVUS TOP PAD - GRAY","","5","","","","5","","","","","","","10"
"ALPINESTAR","190","96071 REV1","ECE","ITALY","Friday, 28 October 2016","15 November 2016","KIT","NOVUS CROWN PAD - GRAY","","5","","5","5","5","5","5","","","","","30"
"ALPINESTAR","190","96071 REV1","ECE","ITALY","Friday, 28 October 2016","15 November 2016","KIT","NOVUS CHEEK PAD - GREY","","5","","5","5","5","5","5","","","","","30"
"ALPINESTAR","190","96071 REV1","ECE","ITALY","Friday, 28 October 2016","15 November 2016","KIT","VISOR TYPE AJH - TRANSP CLEAR","","","","","","","","","","","","","5"
"ALPINESTAR","190","96071 REV1","ECE","ITALY","Friday, 28 October 2016","15 November 2016","KIT","VISOR FIXING KIT FOR AJH - VARIETY","","","","","","","","","","","","","5"
"ALPINESTAR","190","96071 REV1","ECE","ITALY","Friday, 28 October 2016","15 November 2016","KIT","SUN VISOR SV - TRANSP SMOKE","","","","","","","","","","","","","5"
"ALPINESTAR","190","96071 REV1","ECE","ITALY","Friday, 28 October 2016","15 November 2016","KIT","NOVUS INTERCOM COVER PLUG - BLACK","","","","","","","","","","","","","5"
"ALPINESTAR","190","96071 REV1","ECE","ITALY","Friday, 28 October 2016","15 November 2016","KIT","NOVUS CHEEK EPS FIXING KIT - BLACK","","","","","","","","","","","","","5"
"ALPINESTAR","190","96071 REV1","ECE","ITALY","Friday, 28 October 2016","15 November 2016","KIT","NOVUS SPEAKER PLUGS (2PCS) - GRAY","","","","","","","","","","","","","5"
"ALPINESTAR","190","96071 REV1","ECE","ITALY","Friday, 28 October 2016","15 November 2016","KIT","HELMET REFLECTIVE STICKERS (5 PCS) - REPLECTIVE GRAY","","","","","","","","","","","","","5"
"ALPINESTAR","175","95604","ECE","ITALY","Monday, 24 October 2016","15 January 2016","KIT","A-CONNECTING INTERCOM SYSTEM - JET VERSION BLACK","","","","","","","","","","","","","400"
"AMR INDUSTRI","225","0013 REV 01","ECE","THAILAND","Monday, 15 October 2018","01 October 2018","KR-1","CARBON BLACK","","","","","200","200","100","","","","","",""
"AMR INDUSTRI","211","005/2018","ECE","THAILAND","Wednesday, 26 September 2018","01 November 2018","KYT NF-R","RATTHAPARK REPLICA","","6","","48","72","72","72","24","","","","",""
"AMR INDUSTRI","32","TCK2017/001.1","ECE","THAILAND","Thursday, 16 February 2017","ASAP","K RACING","ESPARGARO REP BLUE","","","","3","72","60","42","3","","","","",""
"AMR INDUSTRI","32","TCK2017/001.1","ECE","THAILAND","Thursday, 16 February 2017","ASAP","K RACING","LOCATELLI REPLICA 2016","","","","6","72","60","36","6","","","","",""
"AMR INDUSTRI","32","TCK2017/001.1","ECE","THAILAND","Thursday, 16 February 2017","ASAP","KYT FALCON","ALEIX MUGELLO REP (NO DUCATI)","","","","3","60","60","24","3","","","","",""
"AMR INDUSTRI","32","TCK2017/001.1","ECE","THAILAND","Thursday, 16 February 2017","ASAP","K RACING","ALEIX REP WHITE (NO DUCATI)","","","","3","60","60","24","3","","","","",""
"AMR INDUSTRI","32","TCK2017/001.1","ECE","THAILAND","Thursday, 16 February 2017","ASAP","K RACING","ALEIX REP GUNMETAL","","","","3","60","60","24","3","","","","",""
"AMR INDUSTRI","211","005/2018","ECE","THAILAND","Wednesday, 26 September 2018","01 November 2018","KYT NF-R","PIRATE","","6","","18","36","36","36","12","","","","",""
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KYT VENOM OPEN","ESPARGARO 2017 REPLICA","","","","6","36","36","24","6","","","","",""
"AMR INDUSTRI","174","004/2018","ECE","THAILAND","Tuesday, 07 August 2018","01 September 2018","KYT NF-R","RATTHAPARK REPLICA","","","","24","36","36","6","6","","","","",""
"AMR INDUSTRI","211","005/2018","ECE","THAILAND","Wednesday, 26 September 2018","01 November 2018","KYT VENOM OPEN","ESPARGARO REPLICA 2017 MATT","","6","","24","24","24","24","6","","","","",""
"AMR INDUSTRI","211","005/2018","ECE","THAILAND","Wednesday, 26 September 2018","01 November 2018","KYT VENOM OPEN","ESPARGARO REPLICA 2017 FUXIA MATT","","6","","24","36","24","12","6","","","","",""
"AMR INDUSTRI","32","TCK2017/001.1","ECE","THAILAND","Thursday, 16 February 2017","ASAP","K RACING","ESPARGARO REP RED FLUO","","","","3","36","36","24","3","","","","",""
"AMR INDUSTRI","211","005/2018","ECE","THAILAND","Wednesday, 26 September 2018","01 November 2018","KYT NF-R","ESPARGARO 2017 REPLICA MATT","","","","12","24","24","24","6","","","","",""
"AMR INDUSTRI","174","004/2018","ECE","THAILAND","Tuesday, 07 August 2018","01 September 2018","KYT VENOM OPEN","ESPARGARO REPLICA 2017","","","","6","24","24","24","6","","","","",""
"AMR INDUSTRI","174","004/2018","ECE","THAILAND","Tuesday, 07 August 2018","01 September 2018","KYT VENOM OPEN","ESPARGARO REPLICA 2017 FUXIA","","","","6","24","24","24","6","","","","",""
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KYT VENOM FF","ANDREA LOCATELLI REPLICA 2016","","","","12","24","24","15","6","","","","",""
"AMR INDUSTRI","211","005/2018","ECE","THAILAND","Wednesday, 26 September 2018","01 November 2018","KYT NF-R","ESPARGARO 2017 REPLICA FUXIA (NEW) MATT","","","","18","24","24","12","","","","","",""
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KYT NF-R","LOGOS MATT YELLOW","","","","9","24","24","12","6","","","","",""
"AMR INDUSTRI","32","TCK2017/001.1","ECE","THAILAND","Thursday, 16 February 2017","ASAP","K RACING","CORSI REPLICA 2016","","","","3","36","24","6","3","","","","",""
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KYT VENOM OPEN","ESPARGARO REPLICA BLUE","","","","6","24","24","12","6","","","","",""
"AMR INDUSTRI","32","TCK2017/001.1","ECE","THAILAND","Thursday, 16 February 2017","ASAP","K RACING","ESPARGARO REP GUNMETAL","","","","3","24","24","12","3","","","","",""
"AMR INDUSTRI","32","TCK2017/001.1","ECE","THAILAND","Thursday, 16 February 2017","ASAP","K RACING","WORLD GP GOLD/MATT BLACK","","","","3","24","24","12","3","","","","",""
"AMR INDUSTRI","211","005/2018","ECE","THAILAND","Wednesday, 26 September 2018","01 November 2018","            ","AXEL BASANI REPLICA","","","","6","18","18","18","6","","","","",""
"AMR INDUSTRI","211","005/2018","ECE","THAILAND","Wednesday, 26 September 2018","01 November 2018","KYT NF-R","TRACK BLUE","","","","6","18","18","18","6","","","","",""
"AMR INDUSTRI","211","005/2018","ECE","THAILAND","Wednesday, 26 September 2018","01 November 2018","KYT NF-R","TRACK MATT GREY","","","","6","18","18","18","6","","","","",""
"AMR INDUSTRI","211","005/2018","ECE","THAILAND","Wednesday, 26 September 2018","01 November 2018","KYT NF-R","TRACK RED","","","","6","18","18","18","6","","","","",""
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KYT NF-R","TRACK MATT GREY","","","","6","18","18","12","6","","","","",""
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KYT NF-R","TRACK RED","","","","6","18","18","12","6","","","","",""
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KYT NF-R","LOGOS MATT RED","","","","6","18","18","12","6","","","","",""
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KYT NF-R","LIGHTNING WHITE","","","","6","18","18","12","6","","","","",""
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KYT VENOM FF","LUCA MARCONI REPLICA","","","","6","18","18","12","6","","","","",""
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KYT VENOM FF","WORLD GP READY GOLD/MATT BLACK","","","","6","18","18","12","6","","","","",""
"AMR INDUSTRI","211","005/2018","ECE","THAILAND","Wednesday, 26 September 2018","01 November 2018","KYT VENOM OPEN","ALEIX ESPARGARO REPLICA BLUE","","6","","12","12","12","12","6","","","","",""
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KYT NF-R","ENERGY GREEN/BLUE","","","","6","18","18","12","3","","","","",""
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KYT NF-R","ENERGY RED/YELLOW","","","","6","18","18","12","3","","","","",""
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KYT NF-R","HEXAGON MATT SILVER","","","","6","18","18","12","3","","","","",""
"AMR INDUSTRI","32","TCK2017/001.1","ECE","THAILAND","Thursday, 16 February 2017","ASAP","K RACING","SIMEON REP BELGIUM","","","","","24","24","6","","","","","",""
"AMR INDUSTRI","32","TCK2017/001.1","ECE","THAILAND","Thursday, 16 February 2017","ASAP","K RACING","SIMEON REP THE DRAGON","","","","","24","24","6","","","","","",""
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KYT VENOM OPEN","SIMONE COSRI","","","","3","18","18","12","3","","","","",""
"AMR INDUSTRI","067","001/2018","ECE","THAILAND","Monday, 26 March 2018","01 April 2018","KYT VENOM OPEN","ANDREA LOCATELLI REPLICA 2016","","","","3","18","18","12","3","","","","",""
"AMR INDUSTRI","211","005/2018","ECE","THAILAND","Wednesday, 26 September 2018","01 November 2018","KYT NF-R","ARTWORK YELLOW FLUO","","","","3","18","18","12","3","","","","",""
"AMR INDUSTRI","174","004/2018","ECE","THAILAND","Tuesday, 07 August 2018","01 September 2018","KYT VENOM OPEN","ALEIX ESPARGARO REPLICA BLUE","","","","6","12","12","12","6","","","","",""
"AMR INDUSTRI","211","005/2018","ECE","THAILAND","Wednesday, 26 September 2018","01 November 2018","KYT NF-R","LOGOS MATT GREY","","","","6","12","12","12","6","","","","",""
"AMR INDUSTRI","211","005/2018","ECE","THAILAND","Wednesday, 26 September 2018","01 November 2018","KYT NF-R","LOGOS MATT RED","","","","6","12","12","12","6","","","","",""
