Customer,Standard,Destination,POS Receive Date,POS Delivery Date,Time Differences,Model/Type,Modification,XXS,XS (48),XS/S,S(50),M(52),L(54),XL(56),XXL,3XL,4XL,S/M,L/XL,Other,Total Helmet,Receive Year,Delivery Year
INFINITE,SNI,PHILIPPINES,2016-08-05,2016-08-30,25,STRIKE EAGLE,no,0,0,0,6,6,6,6,0,0,0,0,0,0,24,2016,2016
INFINITE,SNI,PHILIPPINES,2016-08-05,2016-08-30,25,STRIKE EAGLE,no,0,0,0,6,6,6,6,0,0,0,0,0,0,24,2016,2016
INFINITE,SNI,PHILIPPINES,2016-08-05,2016-08-30,25,STRIKE EAGLE,no,0,0,0,6,6,6,6,0,0,0,0,0,0,24,2016,2016
INFINITE,SNI,PHILIPPINES,2016-08-05,2016-08-30,25,STRIKE EAGLE,no,0,0,0,6,6,6,6,0,0,0,0,0,0,24,2016,2016
INFINITE,SNI,PHILIPPINES,2016-08-05,2016-08-30,25,STRIKE EAGLE,no,0,0,0,6,6,6,6,0,0,0,0,0,0,24,2016,2016
INFINITE,SNI,PHILIPPINES,2016-08-05,2016-08-30,25,STRIKE EAGLE,no,0,0,0,6,6,6,6,0,0,0,0,0,0,24,2016,2016
INFINITE,SNI,PHILIPPINES,2016-08-05,2016-08-30,25,STRIKE EAGLE,no,0,0,0,6,6,6,6,0,0,0,0,0,0,24,2016,2016
INFINITE,SNI,PHILIPPINES,2016-08-05,2016-08-30,25,KYT VENOM OPEN FACE,no,0,0,0,6,6,6,6,0,0,0,0,0,0,24,2016,2016
INFINITE,SNI,PHILIPPINES,2016-08-05,2016-08-30,25,DJ MARU,no,0,0,0,6,6,6,6,0,0,0,0,0,0,24,2016,2016
INFINITE,SNI,PHILIPPINES,2016-08-05,2016-08-30,25,DJ MARU,no,0,0,0,6,6,6,6,0,0,0,0,0,0,24,2016,2016
INFINITE,SNI,PHILIPPINES,2016-08-05,2016-08-30,25,DJ MARU,no,0,0,0,6,6,6,6,0,0,0,0,0,0,24,2016,2016
INFINITE,SNI,PHILIPPINES,2016-08-05,2016-08-30,25,DJ MARU,no,0,0,0,6,6,6,6,0,0,0,0,0,0,24,2016,2016
INFINITE,SNI,PHILIPPINES,2016-08-05,2016-08-30,25,DJ MARU,no,0,0,0,6,6,6,6,0,0,0,0,0,0,24,2016,2016
INFINITE,SNI,PHILIPPINES,2016-08-05,2016-08-30,25,DJ MARU,no,0,0,0,6,6,6,6,0,0,0,0,0,0,24,2016,2016
INFINITE,SNI,PHILIPPINES,2016-08-05,2016-08-30,25,MINE,no,0,0,0,6,6,6,6,0,0,0,0,0,0,24,2016,2016
INFINITE,SNI,PHILIPPINES,2016-08-05,2016-08-30,25,MINE,no,0,0,0,6,6,6,6,0,0,0,0,0,0,24,2016,2016
INFINITE,SNI,PHILIPPINES,2016-08-05,2016-08-30,25,MINE,no,0,0,0,6,6,6,6,0,0,0,0,0,0,24,2016,2016
INFINITE,SNI,PHILIPPINES,2016-08-05,2016-08-30,25,MINE,no,0,0,0,6,6,6,6,0,0,0,0,0,0,24,2016,2016
INFINITE,SNI,PHILIPPINES,2016-08-05,2016-08-30,25,MINE,no,0,0,0,6,6,6,6,0,0,0,0,0,0,24,2016,2016
INFINITE,SNI,PHILIPPINES,2016-06-10,2016-08-30,81,C4 TECH,no,0,0,0,0,6,6,0,0,0,0,0,0,0,12,2016,2016
INFINITE,SNI,PHILIPPINES,2016-06-10,2016-08-30,81,C4 TECH,no,0,0,0,0,6,6,0,0,0,0,0,0,0,12,2016,2016
INFINITE,SNI,PHILIPPINES,2016-06-10,2016-08-30,81,C4 TECH,no,0,0,0,0,6,6,0,0,0,0,0,0,0,12,2016,2016
INFINITE,SNI,PHILIPPINES,2016-06-10,2016-08-30,81,C4 TECH,no,0,0,0,0,6,6,0,0,0,0,0,0,0,12,2016,2016
INFINITE,SNI,PHILIPPINES,2016-06-10,2016-08-30,81,C4 TECH,no,0,0,0,0,6,6,0,0,0,0,0,0,0,12,2016,2016
INFINITE,SNI,PHILIPPINES,2016-06-10,2016-08-30,81,C4 TECH,no,0,0,0,0,6,6,0,0,0,0,0,0,0,12,2016,2016
INFINITE,SNI,PHILIPPINES,2016-06-10,2016-08-30,81,C4 TECH,no,0,0,0,0,6,6,0,0,0,0,0,0,0,12,2016,2016
INFINITE,SNI,PHILIPPINES,2016-06-10,2016-08-30,81,C4 TECH,no,0,0,0,0,6,6,0,0,0,0,0,0,0,12,2016,2016
INFINITE,SNI,PHILIPPINES,2016-06-10,2016-08-30,81,C4 TECH,no,0,0,0,0,6,6,0,0,0,0,0,0,0,12,2016,2016
INFINITE,SNI,PHILIPPINES,2016-06-10,2016-08-30,81,C4 TECH,no,0,0,0,0,6,6,0,0,0,0,0,0,0,12,2016,2016
INFINITE,SNI,PHILIPPINES,2016-06-10,2016-08-30,81,C4 TECH,no,0,0,0,0,6,6,0,0,0,0,0,0,0,12,2016,2016
INFINITE,SNI,PHILIPPINES,2016-06-10,2016-08-30,81,C5 TECH,no,0,0,0,0,6,6,0,0,0,0,0,0,0,12,2016,2016
INFINITE,SNI,PHILIPPINES,2016-06-10,2016-08-30,81,C5 TECH,no,0,0,0,0,6,6,0,0,0,0,0,0,0,12,2016,2016
INFINITE,SNI,PHILIPPINES,2016-06-10,2016-08-30,81,C5 TECH,no,0,0,0,0,6,6,0,0,0,0,0,0,0,12,2016,2016
INFINITE,SNI,PHILIPPINES,2016-06-10,2016-08-30,81,C5 TECH,no,0,0,0,0,6,6,0,0,0,0,0,0,0,12,2016,2016
INFINITE,SNI,PHILIPPINES,2016-06-10,2016-08-30,81,C5 TECH,no,0,0,0,0,6,6,0,0,0,0,0,0,0,12,2016,2016
INFINITE,SNI,PHILIPPINES,2016-06-10,2016-08-30,81,C5 TECH,no,0,0,0,0,6,6,0,0,0,0,0,0,0,12,2016,2016
INFINITE,SNI,PHILIPPINES,2016-06-10,2016-08-30,81,C5 TECH,no,0,0,0,0,6,6,0,0,0,0,0,0,0,12,2016,2016
INFINITE,SNI,PHILIPPINES,2016-06-10,2016-08-30,81,C5 TECH,no,0,0,0,0,6,6,0,0,0,0,0,0,0,12,2016,2016
INFINITE,SNI,PHILIPPINES,2016-06-10,2016-08-30,81,C5 TECH,no,0,0,0,0,6,6,0,0,0,0,0,0,0,12,2016,2016
INFINITE,SNI,PHILIPPINES,2016-06-10,2016-08-30,81,C5 TECH,no,0,0,0,0,6,6,0,0,0,0,0,0,0,12,2016,2016
INFINITE,SNI,PHILIPPINES,2016-06-10,2016-08-30,81,C5 TECH,no,0,0,0,0,6,6,0,0,0,0,0,0,0,12,2016,2016
INFINITE,SNI,PHILIPPINES,2016-07-20,2016-08-30,41,SR SPORT,no,0,0,0,0,3,2,0,0,0,0,0,0,0,5,2016,2016
INFINITE,SNI,PHILIPPINES,2016-07-20,2016-08-30,41,SR SPORT,no,0,0,0,0,3,2,0,0,0,0,0,0,0,5,2016,2016
INFINITE,SNI,PHILIPPINES,2016-07-20,2016-08-30,41,SR SPORT,no,0,0,0,0,3,2,0,0,0,0,0,0,0,5,2016,2016
INFINITE,SNI,PHILIPPINES,2016-07-20,2016-08-30,41,SR SPORT,no,0,0,0,0,3,2,0,0,0,0,0,0,0,5,2016,2016
INFINITE,SNI,PHILIPPINES,2016-06-10,2016-08-30,81,SR SPORT,no,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2016,2016
INFINITE,SNI,PHILIPPINES,2016-08-05,2016-08-30,25,C5 TECH,no,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2016,2016
INFINITE,SNI,PHILIPPINES,2016-08-05,2016-08-30,25,SR SPORT,no,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2016,2016
INFINITE,SNI,PHILIPPINES,2016-08-05,2016-08-30,25,SR SPORT,no,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2016,2016
INFINITE,SNI,PHILIPPINES,2016-08-05,2016-08-30,25,SR SPORT,no,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2016,2016
INFINITE,ECE,PHILIPPINES,2018-10-03,2018-11-03,31,KYT NFR,no,0,0,0,6,90,90,12,0,0,0,0,0,0,198,2018,2018
INFINITE,ECE,PHILIPPINES,2018-10-03,2018-11-03,31,KYT NFR,no,0,0,0,6,90,90,12,0,0,0,0,0,0,198,2018,2018
INFINITE,ECE,PHILIPPINES,2018-11-12,2018-12-12,30,KYT NFR,no,0,0,0,6,90,90,12,0,0,0,0,0,0,198,2018,2018
INFINITE,ECE,PHILIPPINES,2018-11-12,2018-12-12,30,KYT NFR,no,0,0,0,6,90,90,12,0,0,0,0,0,0,198,2018,2018
INFINITE,SNI,PHILIPPINES,2018-08-14,2018-10-01,48,KYT NFR,no,0,0,0,6,78,78,12,0,0,0,0,0,0,174,2018,2018
INFINITE,SNI,PHILIPPINES,2018-08-14,2018-10-01,48,KYT NFR,no,0,0,0,6,78,78,6,0,0,0,0,0,0,168,2018,2018
INFINITE,SNI,PHILIPPINES,2018-08-14,2018-10-01,48,KYT NFR,no,0,0,0,6,78,78,6,0,0,0,0,0,0,168,2018,2018
INFINITE,SNI,PHILIPPINES,2018-10-03,2018-11-03,31,KYT VENDETTA 2,no,0,0,0,12,72,72,12,0,0,0,0,0,0,168,2018,2018
INFINITE,ECE,PHILIPPINES,2018-11-12,2018-12-12,30,KYT VENDETTA 2,no,0,0,0,12,72,72,12,0,0,0,0,0,0,168,2018,2018
INFINITE,SNI,PHILIPPINES,2018-08-14,2018-10-01,48,KYT VENDETTA 2,no,0,0,0,0,78,78,6,0,0,0,0,0,0,162,2018,2018
INFINITE,ECE,PHILIPPINES,2018-10-03,2018-11-03,31,KYT NFR,no,0,0,0,6,72,72,12,0,0,0,0,0,0,162,2018,2018
INFINITE,ECE,PHILIPPINES,2018-11-12,2018-12-12,30,KYT NFR,no,0,0,0,6,72,72,12,0,0,0,0,0,0,162,2018,2018
INFINITE,SNI,PHILIPPINES,2018-08-14,2018-10-01,48,KYT NFJ,no,0,0,0,6,72,72,6,0,0,0,0,0,0,156,2018,2018
INFINITE,SNI,PHILIPPINES,2018-08-14,2018-10-01,48,KYT NFR,no,0,0,0,6,66,66,12,0,0,0,0,0,0,150,2018,2018
INFINITE,SNI,PHILIPPINES,2018-08-14,2018-10-01,48,KYT NFR,no,0,0,0,6,66,66,12,0,0,0,0,0,0,150,2018,2018
INFINITE,SNI,PHILIPPINES,2018-08-14,2018-10-01,48,KYT NFR,no,0,0,0,0,66,66,18,0,0,0,0,0,0,150,2018,2018
INFINITE,ECE,PHILIPPINES,2018-10-03,2018-11-03,31,KYT NFR,no,0,0,0,6,66,66,12,0,0,0,0,0,0,150,2018,2018
INFINITE,ECE,PHILIPPINES,2018-11-12,2018-12-12,30,KYT NFR,no,0,0,0,6,66,66,12,0,0,0,0,0,0,150,2018,2018
INFINITE,SNI,PHILIPPINES,2018-08-14,2018-10-01,48,KYT NFJ,no,0,0,0,6,60,60,18,0,0,0,0,0,0,144,2018,2018
INFINITE,SNI,PHILIPPINES,2018-08-14,2018-10-01,48,KYT K2 RIDER,no,0,0,0,0,60,60,18,0,0,0,0,0,0,138,2018,2018
INFINITE,SNI,PHILIPPINES,2018-08-14,2018-10-01,48,KYT K2 RIDER,no,0,0,0,6,60,60,12,0,0,0,0,0,0,138,2018,2018
INFINITE,ECE,PHILIPPINES,2018-10-03,2018-11-03,31,KYT NFR,no,0,0,0,12,54,54,12,0,0,0,0,0,0,132,2018,2018
INFINITE,ECE,PHILIPPINES,2018-11-12,2018-12-12,30,KYT NFR,no,0,0,0,12,54,54,12,0,0,0,0,0,0,132,2018,2018
INFINITE,SNI,PHILIPPINES,2018-02-19,2018-02-28,9,KYT VENDETTA 2,no,0,0,0,18,45,47,18,0,0,0,0,0,0,128,2018,2018
INFINITE,SNI,PHILIPPINES,2018-10-03,2018-11-03,31,KYT VENDETTA 2,no,0,0,0,6,54,54,12,0,0,0,0,0,0,126,2018,2018
INFINITE,SNI,PHILIPPINES,2018-10-03,2018-11-03,31,KYT VENDETTA 2,no,0,0,0,6,54,54,12,0,0,0,0,0,0,126,2018,2018
INFINITE,ECE,PHILIPPINES,2018-11-12,2018-12-12,30,KYT VENDETTA 2,no,0,0,0,6,54,54,12,0,0,0,0,0,0,126,2018,2018
INFINITE,ECE,PHILIPPINES,2018-11-12,2018-12-12,30,KYT VENDETTA 2,no,0,0,0,6,54,54,12,0,0,0,0,0,0,126,2018,2018
INFINITE,SNI,PHILIPPINES,2018-08-14,2018-10-01,48,KYT NFR,no,0,0,0,0,48,54,12,0,0,0,0,0,0,114,2018,2018
INFINITE,SNI,PHILIPPINES,2018-08-14,2018-10-01,48,KYT NFJ,no,0,0,0,6,48,54,6,0,0,0,0,0,0,114,2018,2018
INFINITE,SNI,PHILIPPINES,2018-02-19,2018-02-28,9,KYT VENDETTA 2,no,0,0,0,0,42,42,24,0,0,0,0,0,0,108,2018,2018
INFINITE,SNI,PHILIPPINES,2018-06-06,2018-06-30,24,KYT VENDETTA 2,no,0,0,0,0,48,48,12,0,0,0,0,0,0,108,2018,2018
INFINITE,SNI,PHILIPPINES,2018-08-14,2018-10-01,48,KYT NFR,no,0,0,0,6,42,48,12,0,0,0,0,0,0,108,2018,2018
INFINITE,SNI,PHILIPPINES,2018-10-03,2018-11-03,31,KYT VENDETTA 2,no,0,0,0,0,54,54,0,0,0,0,0,0,0,108,2018,2018
INFINITE,SNI,PHILIPPINES,2018-10-03,2018-11-03,31,KYT VENDETTA 2,no,0,0,0,0,54,54,0,0,0,0,0,0,0,108,2018,2018
INFINITE,SNI,PHILIPPINES,2018-10-03,2018-11-03,31,KYT VENOM OPEN FACE,no,0,0,0,6,48,48,6,0,0,0,0,0,0,108,2018,2018
INFINITE,ECE,PHILIPPINES,2018-11-12,2018-12-12,30,KYT VENDETTA 2,no,0,0,0,0,54,54,0,0,0,0,0,0,0,108,2018,2018
INFINITE,ECE,PHILIPPINES,2018-11-12,2018-12-12,30,KYT VENDETTA 2,no,0,0,0,0,54,54,0,0,0,0,0,0,0,108,2018,2018
INFINITE,ECE,PHILIPPINES,2018-11-12,2018-12-12,30,KYT VENOM OPEN FACE,no,0,0,0,6,48,48,6,0,0,0,0,0,0,108,2018,2018
INFINITE,SNI,PHILIPPINES,2018-02-19,2018-02-28,9,KYT NFR,no,0,0,0,18,24,37,26,0,0,0,0,0,0,105,2018,2018
INFINITE,SNI,PHILIPPINES,2018-02-19,2018-02-28,9,KYT VENOM OPEN FACE,no,0,0,0,18,36,30,18,0,0,0,0,0,0,102,2018,2018
INFINITE,SNI,PHILIPPINES,2018-07-23,2018-07-30,7,KYT VENDETTA 2,no,0,0,0,0,36,36,30,0,0,0,0,0,0,102,2018,2018
INFINITE,SNI,PHILIPPINES,2018-07-23,2018-08-30,38,KYT K2 RIDER,no,0,0,0,6,27,42,27,0,0,0,0,0,0,102,2018,2018
INFINITE,SNI,PHILIPPINES,2018-08-14,2018-10-01,48,KYT VENDETTA 2,no,0,0,0,0,48,48,6,0,0,0,0,0,0,102,2018,2018
INFINITE,SNI,PHILIPPINES,2018-02-19,2018-02-28,9,KYT VENOM OPEN FACE,no,0,0,0,18,36,28,14,0,0,0,0,0,0,96,2018,2018
INFINITE,SNI,PHILIPPINES,2018-08-14,2018-10-01,48,KYT NFR,no,0,0,0,0,42,42,12,0,0,0,0,0,0,96,2018,2018
INFINITE,SNI,PHILIPPINES,2018-10-03,2018-11-03,31,KYT VENDETTA 2,no,0,0,0,0,42,42,12,0,0,0,0,0,0,96,2018,2018
INFINITE,ECE,PHILIPPINES,2018-11-12,2018-12-12,30,KYT VENDETTA 2,no,0,0,0,0,42,42,12,0,0,0,0,0,0,96,2018,2018
INFINITE,SNI,PHILIPPINES,2018-02-19,2018-02-28,9,KYT VENDETTA 2,no,0,0,0,9,29,39,18,0,0,0,0,0,0,95,2018,2018
INFINITE,SNI,PHILIPPINES,2018-02-19,2018-02-28,9,KYT VENOM OPEN FACE,no,0,0,0,12,24,36,18,0,0,0,0,0,0,90,2018,2018
INFINITE,SNI,PHILIPPINES,2018-02-19,2018-02-28,9,KYT VENOM OPEN FACE,no,0,0,0,12,24,36,18,0,0,0,0,0,0,90,2018,2018
INFINITE,SNI,PHILIPPINES,2018-08-14,2018-10-01,48,KYT RC 10,no,0,0,0,6,42,36,6,0,0,0,0,0,0,90,2018,2018
INFINITE,SNI,PHILIPPINES,2018-08-14,2018-10-01,48,KYT VENDETTA 2,no,0,0,0,0,42,42,6,0,0,0,0,0,0,90,2018,2018
INFINITE,ECE,PHILIPPINES,2018-10-03,2018-11-03,31,KYT NFR,no,0,0,0,6,36,36,12,0,0,0,0,0,0,90,2018,2018
INFINITE,ECE,PHILIPPINES,2018-10-03,2018-11-03,31,KYT NFR,no,0,0,0,6,36,36,12,0,0,0,0,0,0,90,2018,2018
INFINITE,ECE,PHILIPPINES,2018-11-12,2018-12-12,30,KYT NFR,no,0,0,0,6,36,36,12,0,0,0,0,0,0,90,2018,2018
INFINITE,ECE,PHILIPPINES,2018-11-12,2018-12-12,30,KYT NFR,no,0,0,0,6,36,36,12,0,0,0,0,0,0,90,2018,2018
INFINITE,ECE,PHILIPPINES,2018-11-12,2018-12-12,30,KYT NFR,no,0,0,0,6,36,36,12,0,0,0,0,0,0,90,2018,2018
INFINITE,SNI,PHILIPPINES,2018-02-19,2018-02-28,9,KYT VENDETTA 2,no,0,0,0,9,32,33,15,0,0,0,0,0,0,89,2018,2018
INFINITE,SNI,PHILIPPINES,2018-07-23,2018-08-30,38,KYT NFR,no,0,0,0,0,27,33,27,0,0,0,0,0,0,87,2018,2018
INFINITE,SNI,PHILIPPINES,2018-07-23,2018-08-30,38,KYT NFR,no,0,0,0,0,27,33,27,0,0,0,0,0,0,87,2018,2018
INFINITE,SNI,PHILIPPINES,2018-02-19,2018-02-28,9,KYT VENDETTA 2,no,0,0,0,0,30,30,24,0,0,0,0,0,0,84,2018,2018
INFINITE,SNI,PHILIPPINES,2018-02-19,2018-02-28,9,KYT NFR,no,0,0,0,12,24,30,18,0,0,0,0,0,0,84,2018,2018
INFINITE,SNI,PHILIPPINES,2018-02-19,2018-02-28,9,KYT VENOM OPEN FACE,no,0,0,0,12,24,30,18,0,0,0,0,0,0,84,2018,2018
INFINITE,SNI,PHILIPPINES,2018-08-14,2018-10-01,48,KYT RC 10,no,0,0,0,0,42,36,6,0,0,0,0,0,0,84,2018,2018
INFINITE,SNI,PHILIPPINES,2018-08-14,2018-10-01,48,KYT NFR,no,0,0,0,0,36,36,12,0,0,0,0,0,0,84,2018,2018
INFINITE,ECE,PHILIPPINES,2018-10-03,2018-11-03,31,KYT NFR,no,0,0,0,0,42,42,0,0,0,0,0,0,0,84,2018,2018
INFINITE,SNI,PHILIPPINES,2018-10-03,2018-11-03,31,KYT VENOM OPEN FACE,no,0,0,0,0,42,42,0,0,0,0,0,0,0,84,2018,2018
INFINITE,ECE,PHILIPPINES,2018-11-12,2018-12-12,30,KYT NFR,no,0,0,0,0,42,42,0,0,0,0,0,0,0,84,2018,2018
INFINITE,ECE,PHILIPPINES,2018-11-12,2018-12-12,30,KYT VENOM OPEN FACE,no,0,0,0,0,42,42,0,0,0,0,0,0,0,84,2018,2018
INFINITE,SNI,PHILIPPINES,2018-02-19,2018-02-28,9,KYT VENDETTA 2,no,0,0,0,17,28,24,14,0,0,0,0,0,0,83,2018,2018
INFINITE,SNI,PHILIPPINES,2018-07-23,2018-08-30,38,KYT VENDETTA 2,no,0,0,0,0,27,27,27,0,0,0,0,0,0,81,2018,2018
INFINITE,SNI,PHILIPPINES,2018-02-19,2018-02-28,9,KYT NFR,no,0,0,0,14,24,28,12,0,0,0,0,0,0,78,2018,2018
INFINITE,SNI,PHILIPPINES,2018-08-14,2018-10-01,48,KYT RC 10,no,0,0,0,0,36,36,6,0,0,0,0,0,0,78,2018,2018
INFINITE,SNI,PHILIPPINES,2018-08-14,2018-10-01,48,KYT VENDETTA 2,no,0,0,0,0,36,36,6,0,0,0,0,0,0,78,2018,2018
INFINITE,SNI,PHILIPPINES,2018-08-14,2018-10-01,48,KYT VENDETTA 2,no,0,0,0,0,36,36,6,0,0,0,0,0,0,78,2018,2018
INFINITE,SNI,PHILIPPINES,2018-08-14,2018-10-01,48,KYT VENDETTA 2,no,0,0,0,0,36,36,6,0,0,0,0,0,0,78,2018,2018
INFINITE,SNI,PHILIPPINES,2018-02-19,2018-02-28,9,KYT K2 RIDER,no,0,0,0,12,26,26,12,0,0,0,0,0,0,76,2018,2018
INFINITE,SNI,PHILIPPINES,2018-07-23,2018-08-30,38,KYT VENDETTA 2,no,0,0,0,0,15,30,30,0,0,0,0,0,0,75,2018,2018
INFINITE,SNI,PHILIPPINES,2018-02-19,2018-02-28,9,KYT RC 10,no,0,0,0,12,21,29,12,0,0,0,0,0,0,74,2018,2018
INFINITE,SNI,PHILIPPINES,2018-02-19,2018-02-28,9,KYT RC 10,no,0,0,0,6,18,35,15,0,0,0,0,0,0,74,2018,2018
INFINITE,SNI,PHILIPPINES,2018-02-19,2018-02-28,9,KYT VENDETTA 2,no,0,0,0,0,24,30,18,0,0,0,0,0,0,72,2018,2018
INFINITE,SNI,PHILIPPINES,2018-06-06,2018-06-30,24,KYT VENDETTA 2,no,0,0,0,0,24,36,12,0,0,0,0,0,0,72,2018,2018
INFINITE,SNI,PHILIPPINES,2018-06-06,2018-06-30,24,KYT VENDETTA 2,no,0,0,0,0,24,36,12,0,0,0,0,0,0,72,2018,2018
INFINITE,SNI,PHILIPPINES,2018-06-06,2018-06-30,24,KYT VENDETTA 2,no,0,0,0,0,24,36,12,0,0,0,0,0,0,72,2018,2018
INFINITE,SNI,PHILIPPINES,2018-06-06,2018-06-30,24,KYT VENDETTA 2,no,0,0,0,0,24,36,12,0,0,0,0,0,0,72,2018,2018
INFINITE,SNI,PHILIPPINES,2018-07-23,2018-07-30,7,KYT VENDETTA 2,no,0,0,0,0,33,33,6,0,0,0,0,0,0,72,2018,2018
INFINITE,SNI,PHILIPPINES,2018-07-23,2018-08-30,38,KYT NFR,no,0,0,0,0,21,27,24,0,0,0,0,0,0,72,2018,2018
INFINITE,SNI,PHILIPPINES,2018-07-23,2018-08-30,38,KYT NFR,no,0,0,0,0,21,27,24,0,0,0,0,0,0,72,2018,2018
INFINITE,SNI,PHILIPPINES,2018-07-23,2018-08-30,38,KYT K2 RIDER,no,0,0,0,24,24,24,0,0,0,0,0,0,0,72,2018,2018
INFINITE,SNI,PHILIPPINES,2018-07-23,2018-08-30,38,KYT K2 RIDER,no,0,0,0,24,24,24,0,0,0,0,0,0,0,72,2018,2018
INFINITE,SNI,PHILIPPINES,2018-08-14,2018-10-01,48,KYT RC 10,no,0,0,0,0,36,30,6,0,0,0,0,0,0,72,2018,2018
INFINITE,SNI,PHILIPPINES,2018-08-14,2018-10-01,48,KYT NFR,no,0,0,0,0,30,30,12,0,0,0,0,0,0,72,2018,2018
INFINITE,SNI,PHILIPPINES,2018-10-03,2018-11-03,31,KYT NFJ,no,0,0,0,0,36,36,0,0,0,0,0,0,0,72,2018,2018
INFINITE,SNI,PHILIPPINES,2018-10-03,2018-11-03,31,KYT VENOM OPEN FACE,no,0,0,0,0,30,30,12,0,0,0,0,0,0,72,2018,2018
INFINITE,SNI,PHILIPPINES,2018-10-03,2018-11-03,31,KYT VENOM OPEN FACE,no,0,0,0,0,30,30,12,0,0,0,0,0,0,72,2018,2018
INFINITE,SNI,PHILIPPINES,2018-10-03,2018-11-03,31,KYT VENOM OPEN FACE,no,0,0,0,0,36,36,0,0,0,0,0,0,0,72,2018,2018
INFINITE,ECE,PHILIPPINES,2018-11-12,2018-12-12,30,NFJ,no,0,0,0,0,36,36,0,0,0,0,0,0,0,72,2018,2018
INFINITE,ECE,PHILIPPINES,2018-11-12,2018-12-12,30,KYT VENOM OPEN FACE,no,0,0,0,0,30,30,12,0,0,0,0,0,0,72,2018,2018
INFINITE,ECE,PHILIPPINES,2018-11-12,2018-12-12,30,KYT VENOM OPEN FACE,no,0,0,0,0,30,30,12,0,0,0,0,0,0,72,2018,2018
INFINITE,ECE,PHILIPPINES,2018-11-12,2018-12-12,30,KYT VENOM OPEN FACE,no,0,0,0,0,36,36,0,0,0,0,0,0,0,72,2018,2018
INFINITE,SNI,PHILIPPINES,2018-02-19,2018-02-28,9,KYT RC 10,no,0,0,0,9,19,30,12,0,0,0,0,0,0,70,2018,2018
INFINITE,SNI,PHILIPPINES,2018-07-23,2018-07-30,7,KYT VENDETTA 2,no,0,0,0,0,27,33,9,0,0,0,0,0,0,69,2018,2018
INFINITE,SNI,PHILIPPINES,2018-02-19,2018-02-28,9,KYT NFR,no,0,0,0,6,18,28,15,0,0,0,0,0,0,67,2018,2018
INFINITE,SNI,PHILIPPINES,2018-02-19,2018-02-28,9,KYT RC 10,no,0,0,0,11,18,24,13,0,0,0,0,0,0,66,2018,2018
INFINITE,SNI,PHILIPPINES,2018-02-19,2018-02-28,9,KYT NFR,no,0,0,0,9,21,24,12,0,0,0,0,0,0,66,2018,2018
INFINITE,SNI,PHILIPPINES,2018-08-14,2018-10-01,48,KYT NFR,no,0,0,0,0,24,30,12,0,0,0,0,0,0,66,2018,2018
INFINITE,SNI,PHILIPPINES,2018-10-03,2018-11-03,31,KYT VENDETTA 2,no,0,0,0,6,30,30,0,0,0,0,0,0,0,66,2018,2018
INFINITE,SNI,PHILIPPINES,2018-10-03,2018-11-03,31,KYT VENDETTA 2,no,0,0,0,0,30,30,6,0,0,0,0,0,0,66,2018,2018
INFINITE,SNI,PHILIPPINES,2018-10-03,2018-11-03,31,KYT VENOM OPEN FACE,no,0,0,0,0,30,30,6,0,0,0,0,0,0,66,2018,2018
INFINITE,ECE,PHILIPPINES,2018-11-12,2018-12-12,30,KYT VENDETTA 2,no,0,0,0,6,30,30,0,0,0,0,0,0,0,66,2018,2018
INFINITE,ECE,PHILIPPINES,2018-11-12,2018-12-12,30,KYT VENDETTA 2,no,0,0,0,0,30,30,6,0,0,0,0,0,0,66,2018,2018
INFINITE,ECE,PHILIPPINES,2018-11-12,2018-12-12,30,KYT VENOM OPEN FACE,no,0,0,0,0,30,30,6,0,0,0,0,0,0,66,2018,2018
INFINITE,SNI,PHILIPPINES,2018-02-19,2018-02-28,9,KYT NFR,no,0,0,0,6,18,27,14,0,0,0,0,0,0,65,2018,2018
INFINITE,SNI,PHILIPPINES,2018-02-19,2018-02-28,9,KYT VENDETTA 2,no,0,0,0,0,23,24,17,0,0,0,0,0,0,64,2018,2018
INFINITE,SNI,PHILIPPINES,2018-02-19,2018-02-28,9,KYT VENDETTA 2,no,0,0,0,0,23,23,18,0,0,0,0,0,0,64,2018,2018
INFINITE,SNI,PHILIPPINES,2018-02-19,2018-02-28,9,KYT NFR,no,0,0,0,6,24,18,15,0,0,0,0,0,0,63,2018,2018
INFINITE,SNI,PHILIPPINES,2018-06-06,2018-06-30,24,KYT VENDETTA 2,no,0,0,0,0,24,30,6,0,0,0,0,0,0,60,2018,2018
INFINITE,SNI,PHILIPPINES,2018-06-06,2018-06-30,24,KYT VENDETTA 2,no,0,0,0,0,24,30,6,0,0,0,0,0,0,60,2018,2018
INFINITE,SNI,PHILIPPINES,2018-06-06,2018-06-30,24,KYT NFR,no,0,0,0,6,24,24,6,0,0,0,0,0,0,60,2018,2018
INFINITE,SNI,PHILIPPINES,2018-06-06,2018-06-30,24,KYT NFR,no,0,0,0,6,24,24,6,0,0,0,0,0,0,60,2018,2018
INFINITE,SNI,PHILIPPINES,2018-06-06,2018-06-30,24,KYT NFR,no,0,0,0,6,24,24,6,0,0,0,0,0,0,60,2018,2018
